|character|text|type|character_clean|gender|principal_character
245||RICHIE|unknown|||
246|RIVERA|Yeah.|speech|RIVERA|M|True
247|RIVERA|"No, it isn't. It's part of the salary
for getting shot at. For that, certain
courtesies are shown. In gratitude -"|speech|RIVERA|M|True
248||"Richie, disgusted with him, lets go of him.         Rivera is
embarrassed, almost crying, pleading -"|stage direction|||
249|RIVERA|"A discount on a TV, a Doughboy in the
backyard, a new dress for your girlfriend
maybe once a year. I'm talking about not
living in fucking poverty. You want to
call that wrong, call it wrong."|speech|RIVERA|M|True
250||RICHIE|unknown|||
251|RIVERA|It's wrong.|speech|RIVERA|M|True
252|RIVERA|"Then goddamn it, pay me fifty grand a
year, you son of a bitch. Pay me what I
deserve for getting shot at. No? Fine.
Next time four guys come into your place
with sawed-off shotguns, you take care of
it."|speech|RIVERA|M|True
253|RICHIE|"You robbed him, and then you shot him,
and I helped you get out of there. How
many more you shot?"|speech|RICHIE|M|True
254||"(CONT)
30."|unknown|||
255||A60     CONTINUED:                                                     A60|location|||
256||"Rivera suddenly tries to get tough -
RIVERA
You know what, Richie? Fuck you, you
make that kind of accusation against your
own kind. And you know why.
He takes out his car keys, turns to leave. Comes past
Richie who grabs his arm and pushes the sleeve up exposing a
line of puncture scabs and scars.
RICHIE
You're a disgrace.
RIVERA
I'm a leper. Because I listened to you
and turned in a million fucking dollars.
You know who'll work with me after that?
Same as you. No one.
Richie squeezes Rivera's hand around the car key.
RICHIE
Don't look down there. Look here.
(at Richie's eyes)
You ever fuckin threaten me again, I'll
kill you.
Richie squeezes Sander's hand so hard the car key cuts
through the skin, drawing blood."|unknown|||
257||"60 - 69 OMIT                                                 60 - 69 OMIT
70      EXT. ARMY BASE, NEW JERSEY - DUSK                                70"|location|||
258||"Silence. Marshland. A beat-up Chevy parked alongside a
perimeter fence. Frank waits by the car as a military Jeep
with its lights out comes across a firing range. It slows,
stops. In it, the silhouettes of three servicemen, black,
armed with M-16's. Silence again, before:
ARMY CAPTAIN
Open the trunk.
Frank does it, then stands aside as the other servicemen
drag four large taped-up duffel bags from the Jeep to his
car, lift them into his trunk and slam it shut."|unknown|||
259||71      INT. FRANK'S APARTMENT - LATER - NIGHT                           71|location|||
260||"The duffel bags, still closed, on a table. Frank regards
them, nursing a drink, putting off the moment of discovery
that he has perhaps spent his life's savings on nothing.
(CONT)
31."|unknown|||
261||71    CONTINUED:                                                       71|location|||
262||"The German shepherd watches as Frank removes the tape from
one of the bags. He pulls it open - has almost no reaction -
except to breathe again - then opens the next, and the next.
And we see: Several brick-like packages of No. 4 heroin
wrapped in paper marked with Chinese writing, stamped with
a label: two lions on their hind legs, paws on a globe,
and, in English: DOUBLE UOGLOBE BRAND 100%."|stage direction|||
263||A72   INT. FRANK'S APARTMENT - LATER - DAWN                           A72|location|||
264||"The duffel bags are elsewhere. The only evidence of any
drugs is the small amount Frank has given a chemist - who
looks like a Harvard student - to test. It responds
instantly. The young man looks at Frank."|stage direction|||
265|CHEMIST|"Typically what I see is 25 to 45
percent pure. I've never seen anything
like this. No alkaloids, no adulterants,
no dilutents. It's a hundred percent.
May I?"|speech|CHEMIST|M|
266||"The chemist opens a leather travel syringe kit to shoot up,
but Frank gives him some to take home instead."|stage direction|||
267|FRANK|"Take it with you. I don't want to have
to call the coroner."|speech|FRANK|M|True
268||"The chemist gathers his things to leave, offering a last
piece of advice -"|stage direction|||
269|CHEMIST|Store it in a cool, dark place.|speech|CHEMIST|M|
270||72    EXT. GREENSBORO, NORTH CAROLINA - DUSK                           72|location|||
271||"A clapboard house set down on a piece of land that was
probably once worked by sharecroppers. An elderly woman
framed in a lit kitchen window, doing dishes.
Dark yew trees and scavenged, discarded cars and car parts
like patches of rusty snow. Crickets and bullfrogs. From a
mound of dirt, a young man hurls a baseball to another with
a catcher's mitt exactly sixty feet away. The kid's got a
major league arm.
Legend:   Greensboro, North Carolina
A glow spills out from a detached shed where a short man in
his early 30's works on a stock car."|stage direction|||
272||"(CONT)
32."|unknown|||
273||72   CONTINUED:                                                         72|location|||
274||"A greasy phone on the workbench rings and another
disreputable-looking man, thumbing through a magazine,
answers.
JIMMY
Yeah ... for you."|unknown|||
275||"Who is it?
Jimmy doesn't know, sets it down. Teddy comes over wiping
his hands on a rag, takes the phone."|unknown|||
276||Yeah.|unknown|||
277||Teddy.|unknown|||
278||Who's this?|unknown|||
279||Frank.|unknown|||
280||"Frank who?
FRANK V/0
Frank your brother."|unknown|||
281||73   INT. COURTROOM - DAY                                               73|location|||
282||"Divorced couples in custody battles wait with their
attorneys in a packed courthouse. An lawyer carrying papers
clipped with a $10 bill, comes past Richie, who's sitting
with his lawyer, a woman he's probably slept with.
SHEILA
I'm not talking about your proclivities,
Richie. Those I only know too well. I'm
talking about being a cop.
RICHIE
About taking money? I don't care about
money. I don't do that.
SHEILA
Because it'll come out. You're going to
have to sit down with shrinks and social
workers, her lawyers, the judge, lots of
questions.
(CONT)
33."|unknown|||
283||73   CONTINUED:                                                         73|location|||
284||"RICHIE
What's going on there?
The judge's assistant rearranging the pre-trial cases in
order of the amount of gratuity clipped to each - $5, $10,
$20 bills."|unknown|||
285||"Scheduling.
RICHIE
No, the money.
SHEILA
Scheduling. What about your friends
from the neighborhood? You still hang
out with them?
RICHIE
I play softball on Sundays with some
guys.
SHEILA
Wise guys.    That's going to look good.
RICHIE
I grew up with them, big deal.
SHEILA
What about Anthony Zaca?
RICHIE
What about him?
SHEILA
Richie, I'm just trying to understand
things your wife has said. If they're
not true, tell me.
RICHIE
Yeah, Tony's one of them.
SHEILA
Is he also your son's godfather?
Richie nods. Sheila glances over to where Richie's ex-wife
sits with her own lawyer across the room.
SHEILA
Do you really care about this? Or do
you just not want her to win - ever. How
often do you see your son as it is?
(CONT)
34."|unknown|||
286||73   CONTINUED:                                                         73|location|||
287||"Not enough.   But she wants to make it
never.
SHEILA
Yeah, all right. Give me a twenty.
(Richie doesn't reach for
his wallet)
Well, I'm not going to sit here all day.
She takes a twenty from her purse and carries it up to the
judge's assistant clipped to their paperwork."|unknown|||
288||All rise -|unknown|||
289||74   EXT. HOUSE - TEANECK, NEW JERSEY - DAY                             74|location|||
290||"Frank and the dog in the back yard of a suburban house.
His neighbors - those he can see - are white. He hears a
sound - cars arriving - and crosses toward the house where
a sold ""For Sale"" sign leans against a half-built kennel.
Out front, a caravan of cars and pickup trucks - North
Carolina plates - loaded with boxes and suitcases - has just
arrived. Exhausted from the drive but excited to be here,
the travelers climb out: Frank's five brothers, their wives
and kids, and their mother.
Teddy thinks it's the right place. The others aren't as
sure. The house is too nice. There's a new Lincoln Towncar
parked outside the garage. They'll probably be shot for
trespassing.
The front door opens and Frank comes out, trailed by his
dog. He first gathers his mother in an embrace, then each
of his startled brothers."|unknown|||
291||75   INT. FRANK'S TEANECK HOUSE - LATER - DAY                           75|location|||
292||"The house is alive with the noise of family and scent of
home-cooked food as the extended Lucas clan - there's more
than twenty of them - sits around a big dining room table
passing the platters around. Frank, at the head of the
table, clearly loves having them all here.
TURNER
He got an arm on him.     Major League arm,
ain't that right.
Everyone agrees as Turner's son - Frank's nephew - the 18-
year-old boy seen pitching in the North Carolina back yard -
tries to shrug.
(CONT)
35."|unknown|||
293||75   CONTINUED:                                                         75|location|||
294||"FRANK
You show me after supper.
TURNER
You can't catch him. He'll take your
head off. We're talking 95-mile-an-hour.
You know how fast that is? You see the
ball leave his hand, and that's the last
you see it before it knocks you down.
FRANK
(smiling; happy)
Is that right."|unknown|||
295||76   INT. FRANK'S TEANECK HOUSE - LATER - DAY                           76|location|||
296||"The wonderful noise continues downstairs as Frank leads his
mother on a tour of the upstairs. The place is a showroom
of traditional Americana.
FRANK
This is your room.
Mrs. Lucas is   in awe of the splendor of the bedroom and its
furnishings.    It's unlike anything she's used ever seen -
not Graceland   exactly - but not far off. Her eyes settle on
an old vanity   dotted with French perfume bottles.
MRS. LUCAS
How did you ...
FRANK
I had it made. From memory.
MRS. LUCAS
You were five when they took it away.
How could you remember it?"|unknown|||
297||"I remember.
She's stunned. Touches the reproduction of the vanity her
son last saw more than thirty years ago.
MRS. LUCAS
It's perfect.
(looks at the room)
It's all perfect.
(she looks at him)
I'm so proud of you.
36."|unknown|||
298||77   EXT. HUDSON RIVER - DAY                                       77|location|||
299||"The Statue of Liberty against the New York skyline.
FRANK V/O
The man I worked for ran one of the
biggest companies in New York City for
almost fifty years."|unknown|||
300||78   EXT. HARLEM - DAY                                             78|location|||
301||"As Frank leads his brothers down the sidewalk, the Towncar
that was parked at the Teaneck house, driven by Frank's body-
guard, Doc, follows alongside at the same pace they walk.
FRANK
I was with him every day for fifteen of
them, looking after him, taking care of
things, protecting him, learning from
him.
The brothers can't help but notice the storekeepers who wave
to Frank, the women who smile, the men who step out of his
path like there's a red carpet under his polished shoes.
FRANK
Bumpy was rich, but never white   man rich.
Why? Because he didn't own the    company.
He thought he did. He didn't.     He only
managed it. Someone else owned    it. So
they owned him."|unknown|||
302||79   INT/EXT. REDTOP'S APARTMENT BUILDING - HARLEM - DAY           79|location|||
303||"Frank leads his brothers up the stairs and down the hall.
FRANK
Nobody owns me. Because I own my
company.
INTERCUT: Feminine hands stamp small packets of blue
cellophane with the words `Blue Magic' -
FRANK
And my company sells a product that's
better than the competition's at a price
that's lower.
Frank stops outside an apartment door.
TEDDY
What are we selling, Frank?
(CONT)
37."|unknown|||
304||79   CONTINUED:                                                        79|location|||
305||Frank pushes the door open, revealing -|unknown|||
306||80   INT. REDTOP'S APARTMENT - CONTINUOUS - DAY                        80|location|||
307||"Five naked women at work tables, their faces veiled by
surgical masks, cutting heroin with lactose and quinine in a
precise mixture of controlled purity. The Lucas brothers
stare as the supervisor of the activity - clothed, with red
hair - comes over.
REDTOP
Hi, Frank.
FRANK
Honey, these are my brothers."|unknown|||
308||81   EXT. HARLEM - LATER - DAY                                         81|location|||
309||"Tango strolls down the street like he's the Godfather of
Harlem, girl on his arm, bodyguard at his side."|unknown|||
310||82   INT. DINER - SAME TIME                                            82|location|||
311||"As his brothers eat lunch, Frank - who can see Tango outside
- uncaps a glass sugar container.
FRANK
What matters in business is honesty,
integrity, hard work, loyalty, and never
forgetting where you came from.
For reasons his brothers can't imagine, Frank empties all
sugar from the container onto his plate.
FRANK
You are what you are and that's one of
two things. You're nothing ... or you're
something. Understand what I'm saying?
The brothers nod tentatively, stare at the now-empty glass
container. Frank wipes his mouth with a napkin, gets up.
FRANK
I'll be right back."|unknown|||
312||83   EXT/INT. DINER - MOMENTS LATER                                    83|location|||
313||"He comes out of the diner, crosses the street toward Tango,
who's buying fruit. Greets him cheerfully -
FRANK
Hey, Tango, what's up.    I was just
thinking about you.
(MORE)
(CONT)
38."|unknown|||
314||83   CONTINUED:                                                       83|location|||
315||"FRANK (CONT'D)
I was looking at the jar and you know
what? I didn't    see nothing in it.
TANGO
The fuck you want, Frank -
Before the last word is out of Tango's mouth, Frank's got a
gun pressed against his forehead. Silence. Everyone backs
away - the bodyguard, too. Tango's girl pulls her arm from
his and takes off. Eventually -
TANGO
What're you going to do, boy? Shoot me
in broad daylight? In front of everyone?
It's as if life on the street has stopped. No one moves;
everyone is looking at Frank; maybe that's what he wants.
As Tango laughs at the thought -
FRANK
Yeah, that's right.
Frank pulls the trigger and the big man falls back like
someone hit with a board. Frank stands over him and empties
the gun in his chest, the shots echoing down the street.
Then it's quiet again. Everyone's still looking him, but
Frank doesn't run. Instead, he calmly reaches into Tango's
suit pocket, takes out a money clip thick with cash, drops
it in the ""jar"" and sets it next to the body.
FRANK
For the cops. Should be enough.
Frank returns to the diner and sits back down, ignoring the
astonished stares from his brothers and everyone else in the
place. Tries to remember where he was in his lecture as he
tucks the napkin back in his shirt collar.
FRANK
That basically's the whole picture right
there."|unknown|||
316||84   INT. MORGUE - NIGHT                                              84|location|||
317||"A cadaver drawer slides open revealing - not Tango - but
Rivera, staring up lifeless, his arms, stomach, legs and
toes dotted with the scabs of a longtime addict.
DETECTIVE
Did you know his girlfriend? Good-
looking girl. One of his informants.
(CONT)
39."|unknown|||
318||84   CONTINUED:                                                       84|location|||
319||"RICHIE
Beth.
The medical examiner slides open another cadaver drawer
containing her body. Richie stares at it.
DETECTIVE
Should've seen their place.    Like animals
lived there.
RICHIE
I have seen it.
DETECTIVE
(to the examiner)
Chose a good night, huh?   Grand Central
Station in here.
MEDICAL EXAMINER
It's been like this. I'm lucky I get
home before midnight; lots of careless-
ness.
Richie regards Rivera's personal effects resting on his
chest in a plastic bag: few bucks, the Corvette key, a half-
empty packet of heroin in blue cellophane. Richie takes the
blue cellophane from the bag and, as the drawer closes
entombing Sanders, holds it in his hand ...
REPORTER V/O
Heroin addiction is no longer exclusive
to big city neighborhoods; it's epidemic -"|unknown|||
320||85   TIME CUT.    A TELEVISION:                                       85|location|||
321||"The reports shows lawmakers on Capitol Hill juxtaposed
against images of inner-cities, junkies, homicide victims
and, perhaps most telling, white suburbia.
REPORTER ON TV
Since 1965, law enforcement has watched
its steady increase and with it a rise in
violent crime. Now unaccountably, it has
exploded, reaching into cities as a whole
- our suburbs and towns - our schools."|unknown|||
322||INT. POLICE GYM - DAY|location|||
323||"The TV is in a small police gym where Richie lifts weights,
very much aware of his pariah status as out-of-shape cops
come in, only to leave again when they see him.
(CONT)
40.
CONTINUED:
REPORTER ON TV
Someone is finally saying: enough.
Federal authorities have announced their
intention to establish special narcotics
bureaus in Washington, New York, Los
Angeles, Chicago, Boston, Newark and
other major cities -
Toback comes in, watches Richie, alone, working out.
RICHIE V/O
It's a dog and pony show.
TOBACK V/O
It's not being advertised as one."|unknown|||
324||86   INT. POLICE GYM - LATER - DAY                                    86|location|||
325||"Richie's changing into his street clothes.
RICHIE
But it's federal. I'd have to answer
to who? FBI?
TOBACK
Me and the U.S. Attorney. No one else.
No FBI. Hoover knows better than to mix
his men with dope. Too much temptation
for the feeble-minded.
Though he's not in much of a position to refuse the
assignment, Richie still isn't convinced it's a good idea.
Toback levels with him -
TOBACK
Richie, a detective who doesn't have
the cooperation of his fellow detectives
can't be effective.
RICHIE
You know why I don't have it.
TOBACK
Doesn't matter.
RICHIE
No, they're all on the take and I'm not
and it doesn't matter to anyone. Instead
of giving you a medal for turning in
money, they bury you.
(CONT)
41."|unknown|||
326||86   CONTINUED:                                                       86|location|||
327||"TOBACK
It's fucked up. You're right. Maybe
this's an opportunity away from all that.
They regard each other.    Eventually -
RICHIE
I'll do it, but only like this: I
don't set foot in a police station again.
I work out of a place of my own. And I
pick my own guys. Guys I know wouldn't
take a nickel off the sidewalk.
TOBACK
Done."|unknown|||
328||87   EXT. NARCOTICS SQUAD HQ - NEWARK - DAY                           87|location|||
329||An old building that was once an Episcopal church.|unknown|||
330||88   INT. NARCOTICS SQUAD HQ - NEWARK - DAY                           88|location|||
331||"The place has been long abandoned. The city maintenance
worker who let Richie in watches him move through the debris-
strewn church."|unknown|||
332||89   INT. PENTHOUSE - NEW YORK - DAY                                  89|location|||
333||"A real estate broker watches Frank consider the high-
ceilinged spaciousness of a grand, unfurnished 50's modern
Upper East Side penthouse -"|unknown|||
334||90   INT. BASEMENT - NARCOTICS SQUAD HQ - DAY                         90|location|||
335||"Richie regards the colored light thrown down by the stained
glass windows -"|unknown|||
336||91   INT. PENTHOUSE - NEW YORK - DAY                                  91|location|||
337||Frank regards light streaming in from the garden terrace -|unknown|||
338||92   INT. MAIN FLOOR - NARCOTICS SQUAD HQ - DAY                       92|location|||
339||"Richie picks up a faded photograph of a priest in a broken
frame. To the maintenance man:
RICHIE
This is the only floor we'll be using."|unknown|||
340||93   INT. PENTHOUSE - NEW YORK - DAY                                  93|location|||
341||"Frank distractedly opens and closes a 12' high curtain in
one of the rooms -
(CONT)
42."|unknown|||
342||93   CONTINUED:                                                       93|location|||
343||"FRANK
No loan, no contingencies.    Cash sale."|unknown|||
344||94   EXT. SMALL'S PARADISE - NIGHT                                    94|location|||
345||"Wet streets and neon. Well-dressed crowd behind a velvet
rope outside the club. The Apollo in the background: James
Brown on the marquee."|unknown|||
346||95   INT. SMALL'S PARADISE - NIGHT                                    95|location|||
347||"A still-powerful older man in a nice suit rises from his
chair to wild applause. From the stage -
SINGER
Mr. Joe Louis, ladies and gentlemen.
Joe bows graciously, gives a little wave to the crowd, and
sits back down as the band starts up again.
At another table, Frank sits with Charlie Williams and
Rossi, slightly older dope men. Like Frank, they favor
expensive tailored suits. Their dates, too, are nicely
dressed - not too much make-up or jewelry. Frank's glance
moves from Joe Louis and his wife to a beautiful young woman
at the table.
FRANK
Who's the beauty queen?
CHARLIE
She is a beauty queen.    No kidding.
Miss Puerto Rico.
Her glance crosses Frank's briefly but is yanked to the
entrance of the club when Frank's brothers come in with
their wives and girlfriends. Teddy's in a parrot green
suit, gold chains, hat, acting like he owns the place."|unknown|||
348||96   INT. BACK ROOM - SMALL'S PARADISE - LATER                        96|location|||
349||"Frank hustles Teddy into an empty back room.
FRANK
What is this?
He turns Teddy so he's facing a mirror.
TEDDY
What. These are clothes.     This is a very
nice (suit) -
(CONT)
43."|unknown|||
350||96   CONTINUED:                                                       96|location|||
351||"FRANK
I'm wearing clothes. These are clothes.
Those -
(Teddy's in the mirror)
- are a costume. With a sign on it that
says Arrest me. You look like fuckin
Jackie Fox.
TEDDY
What's wrong with Jackie.    I like Jackie.
FRANK
You like Jackie? You want to be
Superfly? Go work for him, end up in a
cell with him.
Teddy pulls himself from Frank's grasp. Smooths his shirt,
adjusts his hat. Frank tries to explain to him:
FRANK
The guy making all the noise in the room
is the weak one. That's not who you want
to be.
TEDDY
He wants to talk to you by the way.     I
told him I'd tell you.
Frank stares at his brother's reflection in the mirror.
FRANK
You and Jackie were talking about me?
TEDDY
Not about you. We were talking. He said
he wanted to talk to you about something.
Frank clearly wants nothing to do with Jackie Fox.
FRANK
I'm taking you shopping tomorrow.
TEDDY
I went shopping today.
FRANK
You go shopping every day.    Like a girl."|unknown|||
352||97   EXT. SMALL'S PARADISE - LATER - NIGHT                            97|location|||
353||"A creme Bentley pulls up and out pour Jackie Fox and his
entourage.
(CONT)
44."|unknown|||
354||97   CONTINUED:                                                        97|location|||
355||"He's got an armful of New York Times Magazines -with him on
the cover, flaunting Gangster Chic. He starts handing them
out to the crowd on his way into the club."|unknown|||
356||98   INT. SMALL'S PARADISE - CONTINUOUS - NIGHT                        98|location|||
357||"Joe Louis has come over to speak to Frank at his table.
JOE LOUIS
It's a tax thing. It's a mistake my
lawyers will straighten out, but for the
time being it's a headache -
FRANK
How much you owe?
JOE LOUIS
It's nothing, like - fifty grand.
Frank isn't sure if it's an honor or a curse to have a
celebrity like Joe Louis asking to borrow money, but nods."|unknown|||
358||Sure.   Don't worry about it.|unknown|||
359||"Thank you.   I'll pay you back soon as -
FRANK
Joe. It's a gift. Not a loan.       You
don't owe me nothing.
Jackie glides into the club with his magazines and
entourage. Frank watches him make the rounds, lingering at
Miss Puerto Rico's table and holding her hand longer than he
should with his girlfriend on his arm. Frank glances to
Teddy wearily, then to Doc, alone at the next table like a
sentry. Frank doesn't have to say he's ready to leave. Doc
knows the look. Gets up."|unknown|||
360||99   INT. SMALL'S PARADISE - LATER - NIGHT                             99|location|||
361||"Frank comes into the coat check area where Doc waits with
his overcoat. As Frank slips into it, Miss Puerto Rico -
returning from the ladies room - comes through."|unknown|||
362||"Hi.   I'm Ana.
FRANK
I'm Frank.
(CONT)
45."|unknown|||
363||99    CONTINUED:                                                       99|location|||
364|ANA|You're Frank and this is your place.|speech|ANA|F|True
365||"(he doesn't say whether
it is or not)"|unknown|||
366|ANA|"Why's it called Small's? Why don't you
call it Frank's?"|speech|ANA|F|True
367|FRANK|Because I don't have to.|speech|FRANK|M|True
368||"He smiles, and it's hard to tell which is more enchanted
with the other."|stage direction|||
369||100   INT. NIGHTCLUB - NEWARK - SAME TIME - NIGHT                     100|location|||
370||"A club across the river. Not nearly as nice as Small's -
much louder - but like Small's, almost all black. Richie
shares a booth with a black undercover detective."|stage direction|||
371|RICHIE|"I'm reluctant to bring anyone in I
don't personally know."|speech|RICHIE|M|True
372|SPEARMAN|You know me, and I vouch for them.|speech|SPEARMAN|M|True
373||Richie nods, Yeah, he knows that, but remains unconvinced.|stage direction|||
374|SPEARMAN|"Richie, we work together. You want me,
you got to take them, too."|speech|SPEARMAN|M|True
375|RICHIE|Where are they?|speech|RICHIE|M|True
376||Spearman looks out across the crowded dance floor.|stage direction|||
377|SPEARMAN|"That's Jones. With the skinny white
woman."|speech|SPEARMAN|M|True
378||"Richie's glance finds a young black man dancing wildly with
his skinny white date."|stage direction|||
379|SPEARMAN|That's Abruzzo, with the fat black one.|speech|SPEARMAN|M|True
380||"Richie sees a young Italian with tatoos - the only other
white man in the place - dancing with a heavy black woman.
Both Jones and Abruzzo look more like criminals than cops."|stage direction|||
381||"(CONT)
46."|unknown|||
382||100   CONTINUED:                                                      100|location|||
383|SPEARMAN|"Both are good with wires. Have good
informants. They're honest. And they're
fearless. They'll do anything. They're
insane, Richie, like you."|speech|SPEARMAN|M|True
384||101   INT. FRANK'S CAR - MOVING - NEW YORK - DAY                       101|location|||
385||"Frank sits in back alone. Peers ahead through the
windshield. His face relaxes as he sees -"|stage direction|||
386||102   EXT. RIVERSIDE - DAY                                             102|location|||
387||"Ana waiting on a corner, dressed nice, handbag.         The Towncar
pulls to the curb."|stage direction|||
388|FRANK|I got it.|speech|FRANK|M|True
389||Frank gets out before Doc can, and escorts Ana to the car.|stage direction|||
390|FRANK|"I hope you weren't waiting long. A
woman as beautiful as you shouldn't have
to wait for anything."|speech|FRANK|M|True
391||"He opens the door for her like a perfect gentleman, slides
in after her."|stage direction|||
392||103   EXT. MAMA LUCAS'S TEANECK, N.J. HOUSE - DAY                      103|location|||
393||Outside the house, Doc sits in the car reading a newspaper.|stage direction|||
394||104   INT. MAMA LUCAS'S TEANECK, N.J. HOUSE - DAY                      104|location|||
395||Ana considers some family photographs on a mantle.|stage direction|||
396|ANA|This is your father?|speech|ANA|F|True
397||Frank shakes his head no.       It's a picture of Bumpy.|stage direction|||
398|FRANK|You really don't know who that is?|speech|FRANK|M|True
399||(she doesn't)|unknown|||
400|FRANK|It's Martin Luther King.|speech|FRANK|M|True
401|ANA|It is not.|speech|ANA|F|True
402|FRANK|"You're right. He was as important as Dr.
King, though."|speech|FRANK|M|True
403||"(CONT)
47."|unknown|||
404||104   CONTINUED:                                                     104|location|||
405|ANA|What'd he do?|speech|ANA|F|True
406|FRANK|"A lot of things. He had a lot of
friends. He served New York and it
served him."|speech|FRANK|M|True
407|ANA|What was he to you?|speech|ANA|F|True
408||Frank has to think.     Bumpy was more than his employer.|stage direction|||
409|FRANK|Teacher.|speech|FRANK|M|True
410|ANA|What'd he teach you?|speech|ANA|F|True
411|FRANK|"How to take my time ... how if you're
going to do something, do it with care
... do it with love."|speech|FRANK|M|True
412||And it's working here.     It's seductive.|stage direction|||
413|ANA|Anything else?|speech|ANA|F|True
414||"FLASHCUTS -
Sudden bursts of violence - guys beat up - others shot - one
being poured with gasoline as Bumpy looks on calmly -
BACK TO FRANK'S LIVING ROOM
The same calm, benign face in the photograph.        Frank nods."|stage direction|||
415|FRANK|How be a gentleman.|speech|FRANK|M|True
416|ANA|That's what you are?|speech|ANA|F|True
417||"Ana smiles like she knows better. Any second now, like
every other guy she's ever met, she's sure he'll try to take
her upstairs."|stage direction|||
418|FRANK|"I got five different apartments in the
city I could've taken you to. I brought
you here instead -"|speech|FRANK|M|True
419||"(CONT)
48.
CONTINUED:
Ana glances to the stairs which Frank's mother is coming
down.
FRANK
To meet my mother.
MRS. LUCAS
Is this her? Oh, she's beautiful,
Frank. Look at her. She's an angel
come down from heaven.
Mrs. Lucas embraces Ana like family."|unknown|||
420||"105 OMIT                                                            105 OMIT
106        INT. NARCOTICS SQUAD HQ - NEWARK - DAY                          106"|location|||
421||"A single, half-empty packet of heroin, the same one from the
morgue, in distinctive blue cellophane, tacked to a bulletin
board. Richie, perched on a desk in front of it.
RICHIE
Our mandate is to make major arrests.
No street guys - we want the suppliers -
the distributors.
Spearman, Jones and Abruzzo sit in the back, looking like
delinquent students. Of everyone in the open ground-floor
that's been only slightly renovated - and there are about
fifteen of them - they're the most disreputable-looking.
RICHIE
Heroin, cocaine, amphetamines. No
grass under a thousand pounds. Less than
that, someone else can waste their time.
Jones nudges Abruzzo to pay attention. Abruzzo elbows him
back. Richie just waits like a teacher for their attention.
RICHIE
We'll be handling big shipments, big
money, big temptation.
(Jones raises his hand)
Yeah.
JONES
There's a story about you. About
turning in some money. A lot of money.
Is it true?
Jones isn't the only one here curious to know.        Simply:
(CONT)
49."|unknown|||
422||106   CONTINUED:                                                     106|location|||
423|RICHIE|It's not true.|speech|RICHIE|M|True
424||107   INT/EXT. CAR / STREET - NEWARK - DAY                            107|location|||
425||"Abruzzo, looking like a junkie, dirty jeans, wool cap,
approaches a dealer on the corner. The perspective shifts
to Richie, Spearman and Jones in a car, watching as Abruzzo
chats briefly with the dealer before the exchange takes
place: $10 for a blue-cellophane packet."|stage direction|||
426||108   INT. NARCOTICS SQUAD HQ - NEWARK - LATER - DAY                  108|location|||
427||Richie and the others watch Jones tests the heroin.|stage direction|||
428|JONES|"Stuff's ten percent pure. Strong
enough to smoke for all those suburban
white kids afraid of needles."|speech|JONES|F|True
429||"The other detectives are exchange a glance.       None has ever
heard of anything on the street that pure."|stage direction|||
430|RICHIE|You paid ten bucks for it?|speech|RICHIE|M|True
431|JONES|And it's all that's out there.|speech|JONES|F|True
432|RICHIE|"Now, how is that possible? Who can
afford to sell shit twice as good for
half as much?"|speech|RICHIE|M|True
433||"Richie glances to a Table of Organization: Surveillance
photos haphazardly thumb-tacked to a bulletin board - known
dope men in the hierarchies of their individual crime
families - almost all of them Italian.
WOMB TO TOMB SEQUENCE:
An R & B song begins and continues over -"|stage direction|||
434||109   CLOSE-UPS:                                                      109|location|||
435||"A poppy bulb being pierced, the white liquid oozing,
changing into filthy liquids in wooden bowls, and finally
a gray paste ..."|stage direction|||
436||110   INT. BANK VICE PRESIDENT'S OFFICE - CHEMICAL BANK - DAY 110|location|||
437||"Frank sits with the bank Vice President who wires a transfer
to:"|stage direction|||
438||50.|unknown|||
439||111   INT. BANGKOK BANK - DAY                                      111|location|||
440||"Where Nate sits with the same Thai bank president as before
who converts the transfer to cash."|stage direction|||
441||112   INT. SOUL BROTHERS BAR - BANGKOK - DAY                       112|location|||
442||"Nate slides cash across a table to a couple of Chinese
gangsters."|stage direction|||
443||113   EXT. JUNGLE ARMY BASE - VIETNAM - DAY                        113|location|||
444||"A tent: Nate hands more cash - the military brass's cut -
to the 2-star general from before.
An airstrip: Slicing propellers. Wounded soldiers on
stretchers, helped onto a transport plane. Nearby, four
large crates - Japanese TVs - under cargo netting. The
pilot stuffs more cash in a pouch and salutes Nate."|stage direction|||
445||114   TV IMAGE:                                                    114|location|||
446||General Westmoreland returns a salute (archive).|stage direction|||
447||115   EXT. ARMY BASE - NORTH CAROLINA - DUSK                       115|location|||
448||"The same plane on the tarmac here, taxiing. A pile of
discarded TV boxes outside a supply warehouse.
At the perimeter of the base, black servicemen transfer
heavy taped-up duffel bags from an Army Jeep to a station
wagon, hoisting those that won't fit inside onto a roof
rack. Two Lucas brothers tie them down with twine."|stage direction|||
449||116   INT/EXT. CAR / HIGHWAY - NEAR WASHINGTON DC - DUSK           116|location|||
450||"The station wagon heading north on a rain-slicked highway,
the canvas tarpaulin on top flapping. In the distance, the
spire of the Washington monument glows."|stage direction|||
451||117   EXT. DISCOUNT DRUGSTORE - HARLEM - DAY                       117|location|||
452||"A black woman pushes a shopping cart containing a baby,
Pampers, and cases of milk sugar across a parking lot."|stage direction|||
453||118   INT. RED TOP'S APARTMENT - HARLEM - DAY                      118|location|||
