|character|text|type|character_clean|gender
472|THUG #1|I owe you some pain.|speech|THUG #1|M
473||"With lightning speed, Bond: 1) Grasps the Thug's elbow and yanks his
gun arm forward, as, 2) Bond pitches his head back. Bond's chin just
clears the barrel as THE GUN FIRES INTO THE CEILING.
The flash momentarily blinds Thug #1. Bond snatches a CANDELABRA,
and smashes it against the Thug's arm, knocking the gun away.
As BOND DRAWS HIS WALTHER, the Thug grabs Bond's wrist, and brutally
(yet effortlessly) SQUEEZES THE GUN from 007's hand, ONTO THE FLOOR.
With a sick smile, the Thug tosses Bond into a corner of the room.
He's having fun.
AS BOND STAGGERS, PICKING HIMSELF UP FROM THE CORNER -
THUG #1 tosses aside a massive table and chairs to get at Bond.
BOND shoves a SUIT OF ARMOR (on wheels) at Thug #1 - who bats it out
of the way, like a gnat.
Concerned this might be getting serious, BOND grabs an OAK LEG from
the shattered table. He wields it like a bat, to ward off the Thug.
Unimpressed, the THUG SMASHES HIS FIST INTO a GLASS DISPLAY TABLE,
and plucks out a CLAYMORE - a two-handed ""King Arthur"" type sword.
With one roundhouse blow, THUG #1 SLICES BOND'S TABLE LEG IN TWO.
The Thug swings the Claymore a second time, forcing Bond back to:
A DISPLAY WALL -
filled with pole weapons. Bond snatches a lethal-looking HALBERD.
(Ax, fluke and spike on a staff.) Thug #1 stops in his tracks.
Drops the Claymore. Grabs a pole-ax.
THE TWO MEN face off in a short, furious battle, which ends with Thug
#1 shattering Bond's Halberd with the pole-ax.
NEW ANGLE -
Gripping the pole-ax horizontally in both hands, Thug #1 forces Bond
backward, to a SECOND DISPLAY WALL that features AN IRON MAIDEN.
(Something like a hinged sarcophagus, lined with spikes.)
Thug #1 tries to push 007 into the case, but Bond side-steps at the
last minute. Thug #1 lurches forward, and is only stopped from
killing himself by the pole-ax hitting the sides of the iron maiden.
As Thug #1 steps back, Bond grabs a MORNING-STAR from the wall. (A
studded iron ball on a chain attached to a club)
Bond swings the Morning-Star down, SNAPPING THUG #1'S POLE-AX IN
TWO... But loses the weapon in the process.
Now, Thug #1 lunges for Bond's throat. Grappling, they slam into the
wall next to the IRON MAIDEN - which is STARTING TO COME LOOSE FROM
THE LEATHER STRAPS holding it upright.  -
In a near death-grip, Bond manages to push/kick/smash Thug #1
backwards, down onto the floor.
AND AS BOND REACHES UP FOR ANOTHER WEAPON - A HAND-AX -
THUG #1 LUNGES FOR BOND'S GUN ON THE FLOOR.
BOND CAN'T GET THE HAND-AX OFF THE WALL. HE TURNS TO SEE:
THUG #1 ABOUT TO SHOOT HIM.
And at the very last second, BOND DISLODGES THE HAND-AX, SLASHES THE
IRON MAIDEN'S LEATHER RETAINING STRAPS and -
NEW ANGLE - FROM INSIDE THE IRON MAIDEN'S POV -
The iron maiden falls forward, impaling Thug #1 on the wooden floor.
RETURN TO SCENE -
The Iron Maiden covers all of Thug #1, except for his arm, still
clutching Bond's gun. Bond bends down and retrieves it."|stage direction||
474|BOND|He fought hard...|speech|BOND|M
475||(holstering the gun)|location||
476|BOND|But the case was terminal.|speech|BOND|M
477||And on this note, we -|stage direction||
478||DISSOLVE TO:|unknown||
479||EXT. VENICE HARBOR - THE NEXT DAY -|location||
480||"Under a beautiful blue sky, the gleaming white SEA DOLPHIN II sits at
dock, festooned with pennants and banners. There's a crowd onboard.
At the same time, however, 500 feet away..."|stage direction||
481||INT. DOCKSIDE CAFE -|location||
482||"Bond meets with Signore DiGIACOMO, a middle-aged Italian Intelligence
official in shirtsleeves. Two underlings hover in the background."|stage direction||
483|BOND|"You've confirmed all the legal
details with M?"|speech|BOND|M
484|DiGIACOMO|"Si. Bueno. She's very...
'Competent.' ...For a woman."|speech|DiGIACOMO|M
485|BOND|Let's go over this one more time.|speech|BOND|M
486|DiGIACOMO|"You will investigate the boat.
You'll signal us if you find the
enriched uranium. And then -"|speech|DiGIACOMO|M
487||(distracted)|location||
488|DiGIACOMO|Pardon.|speech|DiGIACOMO|M
489||He looks at a WOMAN who has appeared with a baby in her arms.|stage direction||
490|ITALIAN WOMAN W/BABY|"Don Franco. I just want to say we're
voting for you in the election."|speech|ITALIAN WOMAN W/BABY|?
491||(teasing, re: the baby)|location||
492|DiGIACOMO|Both of you?|speech|DiGIACOMO|M
493||(laughs)|location||
494|ITALIAN WOMAN W/BABY|Of course.|speech|ITALIAN WOMAN W/BABY|?
495|DiGIACOMO|Grazie, grazie. Ciao.|speech|DiGIACOMO|M
496||She leaves. He turns back Bond:|stage direction||
497|DiGIACOMO|"So. You'll signal us if you find the
uranium -"|speech|DiGIACOMO|M
498|BOND|"And you'll wait until after the press
conference - and everyone is gone -
before you board the boat and arrest
him."|speech|BOND|M
499|DiGIACOMO|"Perfecto. Then we turn him over to you,
and the English government puts him on a
military transport back to London."|speech|DiGIACOMO|M
500||Bond nods, looks over at the Sea Dolphin II.|stage direction||
501|DiGIACOMO|"Do not worry, my friend. I only want
what is best. For both of us."|speech|DiGIACOMO|M
502||"Bond stands to leave. DiGiacomo smiles after 007 - as if he's
savoring some private secret. He snaps his fingers to an underling:"|stage direction||
503|DiGIACOMO|Rocco! Un Cappuccino!|speech|DiGIACOMO|M
504||"THE SEA DOLPHIN II -
As Bond makes his way up the gangplank -
ELLIOT HARMSWAY is holding a press conference near the bow, surround-
ed by dignitaries. He is a man with an EVIL EUPHORIA - showing off
all the charm and charisma that's made him one of the world's most
powerful media tycoons."|stage direction||
505|HARMSWAY|"...And so, it's somewhat fitting that
we are here today... To christen this
environmental research boat in Venice -
- 'Venezia' - the port where Marco
Polo sailed forth to explore the
world's great uncharted oceans..."|speech|HARMSWAY|M
506||(beat)|location||
507|HARMSWAY|"That 2/3 of the earth's surface where
the sharks are not working members of
the press."|speech|HARMSWAY|M
508||"Laughter. Bond studies the man. Harmsway continues, pointing to a
LARGE DRILL/BORING OBJECT, the size of a jet engine, attached to a
long flexible hose/tube."|stage direction||
509|HARMSWAY|"With our six custom designed sea-bed
coring drills, we will probe the
long-term effects of pollution; our
sonars, radars, and research labs
will study the wind, the water, and
the sea life that so dearly feeds us."|speech|HARMSWAY|M
510||Bond moves through the crowd. He spots a bulkhead, with a door.|stage direction||
511|HARMSWAY|"And so, in the spirit of international
cooperation - thanking my good friend,
Valentin Zukofsky - the newly elected
President of the Ukraine for all his
assistance -"|speech|HARMSWAY|M
512||He motions to Zukofsky, who nods to the audience...|stage direction||
513|HARMSWAY|"I give this boat to mankind - selflessly
- in pure charity asking nothing for
myself... But the cable TV rights."|speech|HARMSWAY|M
514||Big laugh from the assemblage. Harmsway turns to a BEAUTY QUEEN:|stage direction||
515|HARMSWAY|Miss Venice? If you'll do the honors -|speech|HARMSWAY|M
516||SMASH! She cracks a champagne bottle on the tip of the bow. CHEERS!|stage direction||
517|HARMSWAY|"Now I'll take some questions from the
press - even the few of you who
aren't on my payroll."|speech|HARMSWAY|M
518||Laughter. Harmsway points to a reporter:|stage direction||
519|REPORTER #1|"Mr. Harmsway: Why did you name this
boat the Sea Dolphin II?"|speech|REPORTER #1|?
520|HARMSWAY|"Actually, my first choice was 'No
Comment.' So if someone asked where
I was, I could truthfully respond 'No
Comment.'"|speech|HARMSWAY|M
521||(laughter; he points)|location||
522|HARMSWAY|Over there.|speech|HARMSWAY|M
523|REPORTER #2|"Sir Elliot: Is it true you're in
negotiations to move your offices
from Hong Kong to Kuala Lumpur?"|speech|REPORTER #2|?
524||(impishly)|location||
525|HARMSWAY|No comment.|speech|HARMSWAY|M
526||Amidst more laughter, Bond disappears into the bulkhead door.|stage direction||
527||INT. SEA DOLPHIN II - BELOW DECKS -|location||
528||"Bond moves cautiously down a STAIRCASE...
And peers along a CORRIDOR. He sees a GUARD, checking doors, making
sure they're locked. Bond withdraws for a moment, looks back: The
guard is at the far end of the hall. He lifts a WALKIE-TALKIE:"|stage direction||
529|GUARD|Level one, secure.|speech|GUARD|M
530||"The guard exits, down another staircase. Bond moves stealthily down
the corridor, glancing at signs on various doors: FISH HATCHERY,
WEATHER STATION, CREW'S MESS, etc... Until he comes to:
METALLURGY LAB. There's a CARD READER by the door. Bond slips out
his Q-toy, swipes it. Click. He goes inside."|stage direction||
531||INT. METALLURGY LAB - SEA DOLPHIN II - CONTINUOUS|location||
532||"Bond clocks the lab: Power tools, test benches, a SECOND ENTRY
DOOR... And in the middle of the room -
THE RED BOX.
Quickly, (as the echoes of Harmsway's press conference can be heard
through the portholes,) Bond examines the edges of the box, looking
for tamper-proof seals. Finds none. Gingerly, he opens it:
URANIUM SLUGS. They look like black tennis ball canisters.
BOND presses a button on his watch: THE GEIGER COUNTER CLICKS WILDLY
Bond pauses. Wants to make sure. He spots ANOTHER GEIGER COUNTER on
a bench; he moves its probe over the uranium slugs: Same result.
Bond closes the box. He decides to check out the rest of the room -
examining gadgets, tools, chemicals. HE OPENS A SHALLOW DRAWER -
And finds a set of BLACK ROTARY CUTTING SAWS, WITH ELONGATED TEETH.
(They look almost like a series of sharks' jaws - one oval set inside
another )
Bond lifts one - surprised at its extreme weight. He wonders what it
is used for. Just then -
THERE'S A CLICK AT THE SECOND DOOR. Bond quickly replaces the
cutting saw, moves to the first door -
And as the SECOND DOOR OPENS, Bond slips out the first, into the
CORRIDOR, down the hall, heading for the stairs.
BACK IN THE METALLURGY LAB -
YUNG enters, his hairless head shining under the lights. He looks
around, sensing something is wrong. Glances: Not the red box. Not
the Geiger counter. But then he notices it:
THE DRAWER is sticking out, maybe a sixteenth of an inch.
Yung picks up a telephone.
SEA DOLPHIN II - TOPSIDE -
Bond emerges from the bulkhead door. The press conference wrapping
up. As Bond makes his way to the RAIL, looking out on the cafe -"|stage direction||
533|HARMSWAY|"The maiden voyage begins tonight. I
have some business in London - but
the ship will sail down the Nile,
across the South China Sea, stopping
in Australia, winding up in San
Francisco."|speech|HARMSWAY|M
534||Bond stands at the rail, AIMS HIS WATCH at the cafe -|stage direction||
535|HARMSWAY (cont'd)|"But having said that - let's get to
the real business - the only thing
that attracts newsmen faster than a
breaking story the free food and
beverage."|speech|HARMSWAY|M
536||INT. CAFE -|location||
537||"DiGiacomo sees the BLUE LASER. Motions his men to action.
RETURN ON THE SEA DOLPHIN II - TOPSIDE -
Bond has sauntered to one of the hospitality bars, trying to remain
ac inconspicuous as possible. A hand clasps his shoulder:"|stage direction||
538|VALENTIN'S VOICE|Mr. James Bond!|speech|VALENTIN'S VOICE|?
539||"Bond spins to see Valentin, surrounded by the usual assortment of
cheaply dressed goons."|stage direction||
540|BOND|Valentin. What an unpleasant surprise.|speech|BOND|M
541|VALENTIN|"What is it that brings you to
Venezia, Mr. Bond? Business -"|speech|VALENTIN|M
542||(sly glance to the thugs)|location||
543|VALENTIN|Or somebody else's business?|speech|VALENTIN|M
544||"The goons chortle. Bond isn't happy with this attention. He clocks
a VIDEO SURVEILLANCE CAMERA ON ONE OF THE MASTS, scanning the deck.
A WOMAN'S SHRILL WHINING VOICE - brings Bond back to Valentin. She
is very colorfully dressed - dripping in high-ticket logos."|stage direction||
545|SOFIA|"Dimitri!!! You promised I could go
shopping!!"|speech|SOFIA|?
546||(sotto, to Bond)|location||
547|VALENTIN|New mistress.|speech|VALENTIN|M
548||(to her, impatiently)|location||
549|VALENTIN|So? Go!|speech|VALENTIN|M
550|SOFIA|I need money.|speech|SOFIA|?
551||Valentin gives a beleaguered shrug, and pulls out a HUGE WAD OF CASH.|stage direction||
552|VALENTIN|Here. Take an inch.|speech|VALENTIN|M
553||Shaking his head, Valentin turns back to Bond:|stage direction||
554|VALENTIN|"Come. Let me buy you a drink. It's
free."|speech|VALENTIN|M
555||"With Bond keeping an eye on the surveillance camera, they move
several steps to the bar."|stage direction||
556||(to the bartender)|location||
557|VALENTIN|Two vodka martini's. Shaken. Not stirred.|speech|VALENTIN|M
558||(to Bond)|location||
559|VALENTIN|And you?|speech|VALENTIN|M
560||"Bond would rather not drink - but knows that any change from his
regular behavior might arouse suspicion."|stage direction||
561|BOND|One.|speech|BOND|M
562||As the bartender pours:|stage direction||
563|BOND|"I must say, Valentin, capitalism
seems to be treating you well."|speech|BOND|M
564||(belting one back)|location||
565|VALENTIN|I used to sell weapons; now I buy votes.|speech|VALENTIN|M
566||(then)|location||
567|VALENTIN|Off the record.|speech|VALENTIN|M
568|BOND|"Of course. If you can't beat the
government, you might as well own it."|speech|BOND|M
569||Valentin spots someone off-camera.|stage direction||
570|VALENTIN|"Wait - I want you to meet a friend of
mine."|speech|VALENTIN|M
571||(calling out)|location||
572|VALENTIN|Elliot! Elliot! Come here.|speech|VALENTIN|M
573||Harmsway appears. Ebullient as ever.|stage direction||
574|VALENTIN|"Elliot Harmsway, I want to introduce
you to an old friend -"|speech|VALENTIN|M
575||(putting out a hand to shake)|location||
576|BOND|The name is Bond. James Bond.|speech|BOND|M
577||Harmsway greets Bond with a warm smile. Yet his words are ambiguous:|stage direction||
578|HARMSWAY|"Always nice to meet one of her
Majesty's fellow subjects..."|speech|HARMSWAY|M
579||(a nod to Valentin)|location||
580|HARMSWAY|"Especially one with such
distinguished friends."|speech|HARMSWAY|M
581|BOND|"You might say I've always been one of
Mr. Valentin's biggest followers."|speech|BOND|M
582||(chortling)|location||
583|VALENTIN|"'Biggest followers?' He's
practically made a career' of it!!"|speech|VALENTIN|M
584||He laughs. Bond decides to pull Harmsway's chain.|stage direction||
585|BOND|"It's a beautiful boat, Sir Elliot.
Practically glows in the dark."|speech|BOND|M
586||(smiles)|location||
587|HARMSWAY|"I can tell you're a man with an eye
for exquisite possessions, Mr. Bond."|speech|HARMSWAY|M
588||(signaling off camera)|location||
589|HARMSWAY|Darling! Come here.|speech|HARMSWAY|M
590||(beat)|location||
591|HARMSWAY|I want you to meet my wife.|speech|HARMSWAY|M
592||"A woman appears in frame, her face obscured by a large sun hat. As
she reveals her face to the camera - and Bond -"|stage direction||
593|HARMSWAY|"Paris Harmsway, allow me to introduce
you to James Bond."|speech|HARMSWAY|M
594||"There is a terrified look on her face. Harmsway continues, beaming
his most insinuating smile:"|stage direction||
595|HARMSWAY|"But then... I believe you two have
already met."|speech|HARMSWAY|M
596||"There is a beat - an uncomfortable moment when nobody speaks. Then -
POLICE WHISTLES BLOW! SIRENS! SOUND OF TIRES SCREECHING TO A HALT!
The entire party turns to see DiGIACOMO barging his way up the
gangplank - wearing a ludicrous military uniform, trailed by UZI-
TOTING CARBINIERI, along with his own VIDEO AND STILL CREWS."|stage direction||
597|DiGIACOMO|"Elliot Harmsway: Under the auspices
of the Italian government, I, Franco
DiGiacomo -"|speech|DiGIACOMO|M
598||(pauses; smiles at a camera;|location||
599||POP! A flash goes off)|unknown||
600|DiGIACOMO|"Am arresting you for the illegal
possession of weapons grade enriched
uranium."|speech|DiGIACOMO|M
601||(to his underlings)|location||
602|DiGIACOMO|Seize the boat!|speech|DiGIACOMO|M
603||A set of frozen glances goes from Bond, to Paris, to Harmsway.|stage direction||
604|VALENTIN|"I think I suddenly remembered an
urgent meeting in Moscow."|speech|VALENTIN|M
605||To everyone's surprise, Harmsway guffaws.|stage direction||
606|HARMSWAY|My friends, there's been a terrible mistake.|speech|HARMSWAY|M
607||(putting his arm around DiGiacomo)|location||
608|HARMSWAY|Come. Let me show you.|speech|HARMSWAY|M
609||"And he leads the procession off, through the bulkhead door. Bond is
left with Paris. She is white with fear. Bond moves to console her:"|stage direction||
610|BOND|Paris -|speech|BOND|M
611|PARIS|Leave me alone! He's going to kill me!!|speech|PARIS|F
612|BOND|"Why didn't you tell me? Why wasn't
it in our files?"|speech|BOND|M
613||(anguished)|location||
614|PARIS|"He didn't want anyone to know. He
kept it out of the papers. He said a
third wife was bad for his image."|speech|PARIS|F
615||(beat)|location||
616|PARIS|You've got to protect me!|speech|PARIS|F
617||Bond wants to help her - and follow Harmsway. He pulls out a key:|stage direction||
618|BOND|"Go to my hotel room. I'll be there
in twenty minutes."|speech|BOND|M
619||"Paris looks up at him like a hurt child. She wants some contact; she
wants to hear him say 'I love you.'"|stage direction||
620|PARIS|Just - say it. Say it just once.|speech|PARIS|F
621||(pauses, discomfited)|location||
622|BOND|"One thing at a time. I'll see you
in twenty minutes. Go."|speech|BOND|M
623||"She exits; he goes to the bulkhead door... And we pan up to see the
SURVEILLANCE CAMERA, following him."|stage direction||
624||INT. METALLURGY LAB - SEA DOLPHIN II -|location||
625||Harmsway holds court near the red box. Bond squeezes in.|stage direction||
626|HARMSWAY|"I believe this is what you're looking
for, Colonel."|speech|HARMSWAY|M
627||He opens the red box. Hoists out a canister.|stage direction||
628|HARMSWAY|Is it uranium? Absolutely. But watch -|speech|HARMSWAY|M
629||(runs the Geiger counter over it)|location||
630|HARMSWAY|"It's depleted uranium! Completely
safe! A child could sleep on it."|speech|HARMSWAY|M
631||Bond can't believe what he's seeing. DiGiacomo is mortified.|stage direction||
632|HARMSWAY|"I received it from the Russian
government - a by-product of their
nuclear arms program - in the hopes
that I could create tools for
oceanographic research."|speech|HARMSWAY|M
633||(beat)|location||
634|HARMSWAY|"It's what I was talking about:
'Swords into plowshares'! The Sprit
of International Cooperation!"|speech|HARMSWAY|M
635|DiGIACOMO|Signore Harmsway. A thousand apologies.|speech|DiGIACOMO|M
636||(snaps his fingers to a lackey:)|location||
637|DiGIACOMO|Give him the video tape.|speech|DiGIACOMO|M
638|HARMSWAY|"Please. No harm done, Don Franco. Go
upstairs, and enjoy the reception."|speech|HARMSWAY|M
639||As the room empties, he calls -|stage direction||
640|HARMSWAY|Oh - Mr. Bond. One minute.|speech|HARMSWAY|M
641||Bond approaches him. They're the only people in the room.|stage direction||
642|HARMSWAY|I hope you've enjoyed this little charade.|speech|HARMSWAY|M
643|BOND|Which part? The Colonel's? Or yours?|speech|BOND|M
644||(icily)|location||
645|HARMSWAY|"A piece of advice, Mr. Bond: Don't
screw with a man who buys ink by the
ton."|speech|HARMSWAY|M
646||(beat)|location||
647|HARMSWAY|It's deadlier than uranium.|speech|HARMSWAY|M
648||(staring him down)|location||
649|BOND|We'll see about that.|speech|BOND|M
650||Harmsway glances at his watch. Smiles coldly.|stage direction||
651|HARMSWAY|Aren't you late for a meeting?|speech|HARMSWAY|M
652||EXT. THE SEA DOLPHIN II/HARBOR - DAY|location||
653||Bond rushes down the gangplank, along the dock. Jumps in a gondola.|stage direction||
654|BOND|The Danielli. Presto!|speech|BOND|M
655||"RETURN ON THE METALLURGY LAB -
Harmsway closes the door. Yung is there."|stage direction||
656|YUNG|That was too close.|speech|YUNG|M
657|HARMSWAY|"Don't worry. Mr. Bond will get the
message. So will his boss."|speech|HARMSWAY|M
658||"Harmsway presses a button - and suddenly the red box lifts, and a
second red box appears underneath it, like shuffling a deck of cards."|stage direction||
659|HARMSWAY|"I'm going to the plane. Tell the
captain to set sail at once."|speech|HARMSWAY|M
660||EXT. THE DANIELLI HOTEL - DAY|location||
661||"Bond jumps out of the gondola, sprints into the lobby.
FOURTH FLOOR CORRIDOR -
Bond appears, rushing up a staircase. He comes to his doorway. It's
closed, but unlocked."|stage direction||
662||INT. BOND'S HOTEL ROOM -|location||
663||Bond enters the room. Looks around, calling out -|stage direction||
664|BOND|Paris? Paris?|speech|BOND|M
665||"He sees the French doors open onto the canal. The curtains billowing
outward. Bond rushes to the window and looks down:"|stage direction||
666||EXT. GRAND CANAL - BOND'S POV|location||
667||"Paris Harmsway is dead, floating in the water.
RETURN ON BOND -
Crushed. Devastated. And to make matters worse:"|stage direction||
668|DiGIACOMO'S VOICE|Signore Bond?|speech|DiGIACOMO'S VOICE|?
669||Bond turns. A flashbulb goes off, capturing Bond and DiGiacomo.|stage direction||
670|DiGIACOMO|You're under arrest.|speech|DiGIACOMO|M
671||CUT TO:|unknown||
672||"THE SOUTH CHINA SEA - DUSK
The HMS INDOMITABLE - a 3,300 ton British frigate, surges through the
water, heading toward the setting sun.
CLOSER -
BATTLE-DRESSED ROYAL MARINES patrol the deck; GUNNERY CREWS man the
weapons. Whatever is going on here, it's not business as usual.'"|stage direction||
673||INT. BRIDGE - DUSK|location||
674||"Close on A VERTICAL GLASS MAP. An electronic panel display with a
BLINKING YELLOW DOT indicates -"|stage direction||
675|NAVIGATOR|We've cleared Hong Kong harbor, sir.|speech|NAVIGATOR|?
676||THE CAPTAIN nods. Turns to the GPS OFFICER:|stage direction||
677|CAPTAIN|Position?|speech|CAPTAIN|M
678||"The GPS officer enters keyboard commands on console marked ""GLOBAL
POSITIONING SATELLITE."" He reads out the data:"|stage direction||
679|GPS OFFICER|"Two-two, zed-three, one-five north; a
hundred fourteen degrees, five
minutes, ten seconds east."|speech|GPS OFFICER|M
680|CAPTAIN|Mark.|speech|CAPTAIN|M
681|GPS OFFICER|Locked on satellite, sir.|speech|GPS OFFICER|M
682|CAPTAIN|"Set course, two-ten degrees, south
south east."|speech|CAPTAIN|M
683|NAVIGATOR|Coming about, sir.|speech|NAVIGATOR|?
684||"The Captain is all business - clipped, sober terse. Turns to his
FIRST OFFICER, hands him a SLIP OF PAPER:"|stage direction||
685|CAPTAIN|"Orders from London: For the next
ninety-six hours, we're to run on
full radio silence. Double watches,
full alert."|speech|CAPTAIN|M
686||(beat)|location||
687|CAPTAIN|"We're to send one encrypted positioning
burst to London every six hours -
otherwise, zero electronic emissions."|speech|CAPTAIN|M
688||The first officer nods.|stage direction||
689|CAPTAIN (cont'd)|"Inform the men, then run a surprise
inspection. If someone paints us, I
don't want this ship showing up on their
radar screen like some god-damned
Harrod's Christmas tree."|speech|CAPTAIN|M
690|FIRST OFFICER|Yes, sir!|speech|FIRST OFFICER|M
691|CAPTAIN|"I'll be in my cabin until oh-six-
hundred hours."|speech|CAPTAIN|M
692||The Captain heads for the door.|stage direction||
693|SECOND OFFICER|Captain leaving the bridge.|speech|SECOND OFFICER|?
694||"The officers salute as he exits. With a shrug, the FIRST OFFICER
picks up the INTERCOM MICROPHONE:"|stage direction||
695|FIRST OFFICER|Attention all hands. Now hear this...|speech|FIRST OFFICER|M
696||INT. CREW'S MESS -|location||
697||Crowded with CREW MEMBERS eating, waiting on line for food.|stage direction||
698|FIRST OFFICER (INTERCOM)|"We will rig immediately for
electronic silence. All electronic
gear is to be shut down..."|speech|FIRST OFFICER|M
699||"CLOSE ON COOK - KITCHEN -
At microwave. His finger hovers over button, then stops. He opens
the door of the microwave and takes out a bowl. Dumps the contents
on the stove."|stage direction||
700||INT. SHIP'S HEAD -|location||
701||CREW MEMBER with an ELECTRIC SHAVER.|stage direction||
702|FIRST OFFICER (INTERCOM)|"All personal radios, video devices
and computers will be stowed at once."|speech|FIRST OFFICER|M
703||He stops shaving.|stage direction||
704||INT. ENGINE ROOM -|location||
705||The ENGINEER shouts to his crew, over NOISE OF DIESEL ENGINES:|stage direction||
706|ENGINEER|"Check the engine baffles; rig the
generators for shielded operation."|speech|ENGINEER|?
707||"RETURN ON THE BRIDGE -
The First Officer stands next to the Communications Officer."|stage direction||
708|COMMUNICATIONS OFFICER|Communications set to receive only, sir.|speech|COMMUNICATIONS OFFICER|?
709||The First Officer looks over the shoulder of RATING at radar screen.|stage direction||
710|RATING|"Radar switched to passive mode; sonar
re-set to low-power operation."|speech|RATING|M
711||(beat)|location||
712|RATING|"You couldn't find our signature with
a magnifying glass."|speech|RATING|M
713|FIRST OFFICER|Let's hope so.|speech|FIRST OFFICER|M
714||"The First Officer joins the Second Officer at the windows, scanning
the horizon with binoculars."|stage direction||
715|SECOND OFFICER|"Looks like we're in for a long,
uncomfortable trip."|speech|SECOND OFFICER|?
716|FIRST OFFICER|"We'll all breathe a lot easier when
we get this cargo back to London."|speech|FIRST OFFICER|M
717||CUT TO:|unknown||
718||EXT. MANOR HOUSE - THE COAST OF SCOTLAND - DAY|location||
719||"THE BAGPIPE AND DRUM CORPS of the Royal Highland Regiment (aka the
""Black Watch"") is playing a FUNERAL DIRGE outside a vast stone house,
with a HARMSWAY NEWS HELICOPTER on the lawn, and LIMOUSINES, A HEARSE
and a FLOWER CAR in the driveway.
SIX MEN IN FORMAL MOURNING ATTIRE are entering the house."|stage direction||
720||INT. GRAND ROOM - SCOTTISH MANOR HOUSE -|location||
721||"A SINGLE WHITE ROSE is added to a pile of white roses in PARIS
HARMSWAY'S OPEN CASKET.
REVEAL: We're in mid-procession: The last two (of the six men from
outside) place roses in the casket...
Then turn, nodding sorrowfully to ELLIOT HARMSWAY (sitting in the
front row of a room that's keen turned into a makeshift chapel)...
And follow hand signals of STAMPER, who motions them THROUGH A DOOR,
to an unseen room.
After the last man has paid his respects, HARMSWAY stands, walks to
the bier, and - wiping away a tear - places a single RED ROSE in his
dead wife's casket."|stage direction||
722||INT. HARMSWAY'S INNER SANCTUM - SCOTTISH MANOR HOUSE - DAY|location||
723||"We're in a room that looks as if it could only exist in, well, a
James Bond movie: Slick, stark, sterile. Steel, glass, chrome.
The SIX men are seated around a giant conference table, looking
absurdly out of place in their formal mourning attire.
Elliot Harmsway enters, (passing what appears to be the Liechtenstein
that hangs in the lobby of CAA,) walks to the head of the table,
takes off his gray mourning gloves, slaps them down, and:"|stage direction||
724|HARMSWAY|"Good morning, Gentlemen. I'm sorry
to bring you here under these
circumstances, but"|speech|HARMSWAY|M
725||(beat)|location||
726|HARMSWAY|"Considering our meeting was already
scheduled, this was a happy coincidence."|speech|HARMSWAY|M
727||The men nod. Harmsway sits, dims the lights from a control panel.|stage direction||
728|HARMSWAY (cont'd)|Number One, your report?|speech|HARMSWAY|M
729||A gap-toothed Californian with bland features stands.|stage direction||
730|NUMBER ONE|"Sir Elliot: The entertainment division
is releasing three new animated
children's movies this year."|speech|NUMBER ONE|?
731||(pause)|location||
732|NUMBER ONE|"By the time we're finished promoting
them on our TV, radio, cable, newspaper,
and magazine outlets -"|speech|NUMBER ONE|?
733||(pause)|location||
734|NUMBER ONE|"There won't be a parent in the universe
who won't feel guilty if they don't take
their children to our stores and theme
parks to buy the toys, books, video-
games and clothing featuring our
'lovable little creatures.'"|speech|NUMBER ONE|?
735||(pause)|location||
736|NUMBER ONE|"We anticipate revenues of 3.1 billion
dollars."|speech|NUMBER ONE|?
737|HARMSWAY|"Excellent, Number One. Build a better
rat-trap, and the world truly will beat
a path to your theme park."|speech|HARMSWAY|M
738||(turns to)|location||
739|HARMSWAY|Number Two?|speech|HARMSWAY|M
740||A young guy with glasses gets up, looking remarkably like Bill Gates.|stage direction||
741|NUMBER TWO|"As you're aware, Sir Elliot, our
software division has introduced a new
computer operating system, Gates '99."|speech|NUMBER TWO|F
742||(beat)|location||
743|NUMBER TWO|"It's deliberately filled with bugs -
so people will be forced to buy our
upgrades over the next five years."|speech|NUMBER TWO|F
744||(beat)|location||
745|NUMBER TWO|The window on revenues is 2.8 billion.|speech|NUMBER TWO|F
746|HARMSWAY|Outstanding, Number Two.|speech|HARMSWAY|M
747||(beat, remembering:)|location||
748|HARMSWAY|By the way - Number Five - ?|speech|HARMSWAY|M
749||(a man looks up)|location||
750|HARMSWAY|Who's ahead in the American elections?|speech|HARMSWAY|M
751|NUMBER FIVE|The Democrat, sir. By nine points.|speech|NUMBER FIVE|?
752|HARMSWAY|"Maybe it's time to publish that story
about his sex life. Even things up.
A close race is always better for our
TV ratings."|speech|HARMSWAY|M
753|NUMBER FIVE|Consider him slimed, sir.|speech|NUMBER FIVE|?
754|HARMSWAY|Splendid. Next...|speech|HARMSWAY|M
755||(with noticeable reserve)|location||
756|HARMSWAY|Number Three. Your report?|speech|HARMSWAY|M
757||A SHORT MIDDLE-EASTERN MAN stands. Nervous.|stage direction||
758|NUMBER THREE|"I regret to inform you, sir, that
Saddam Hussein is still demanding a
bonus for his role in the Gulf War."|speech|NUMBER THREE|M
759|HARMSWAY|...Haven't we already paid him for his services?|speech|HARMSWAY|M
760|NUMBER THREE|"Yes, sir. But he still feels his
people should share in the increased
profits of our news division. He has
proposed an additional 500 million
dollar payment."|speech|NUMBER THREE|M
