;vocab_male;vocab_male_count;vocab_female;vocab_female_count
1131;offense;8;issue;6
1132;investigation;8;rhi;6
1133;knew;8;portrait;6
1134;sale;8;wet;6
1135;surgery;8;nonsense;6
1136;newspaper;8;win;6
1137;heh;8;claire;6
1138;harry;8;entertainment;6
1139;beautiful;8;princess;6
1140;backyard;8;attack;6
1141;operation;8;employee;6
1142;community;8;jersey;6
1143;firm;8;poet;6
1144;pound;8;brunch;6
1145;rexroth;8;speaker;6
1146;carol;8;katherine;6
1147;customer;8;buddy;6
1148;realize;8;cindy;6
1149;witness;8;adult;6
1150;debo;8;doug;6
1151;arrest;8;dawn;6
1152;pussy;8;distance;6
1153;cereal;8;hobson;6
1154;target;8;mexico;6
1155;gentleman;8;marshal;6
1156;cow;8;tennis;6
1157;cox;8;form;6
1158;cheeco;8;milk;6
1159;welcome;8;henry;6
1160;battle;8;max;6
1161;division;8;mad;6
1162;eh;8;tall;6
1163;promotion;8;canada;6
1164;silent;8;monster;6
1165;price;8;label;6
1166;leather;8;tuck;6
1167;taxi;8;bottle;6
1168;los;8;pile;6
1169;korda;8;pill;6
1170;nikki;8;imagination;6
1171;cotton;8;ribbon;6
1172;danger;8;airport;6
1173;shu;8;mystery;6
1174;freeze;8;pop;6
1175;tent;8;cup;6
1176;strategy;8;magnificent;6
1177;pardon;8;brent;6
1178;army;8;cristina;6
1179;briefcase;8;access;6
1180;chest;8;climb;6
1181;alarm;8;brian;6
1182;troop;8;lover;6
1183;studio;8;throat;6
1184;butter;8;janey;6
1185;yep;8;inspector;6
1186;yes;8;journalist;6
1187;ford;8;female;6
1188;failure;8;wise;6
1189;dig;8;detail;6
1190;mu;8;liberty;6
1191;boo;8;harley;6
1192;faith;8;diane;6
1193;fly;8;ran;6
1194;mad;8;queen;6
1195;butt;8;finger;6
1196;custody;8;bastard;6
1197;file;8;gig;6
1198;chris;8;rod;6
1199;coat;8;cook;6
1200;existence;8;russell;6
1201;mystery;8;altar;6
1202;shape;8;inheritance;6
1203;rejection;8;kent;6
1204;stock;8;motion;6
1205;explanation;8;plastic;6
1206;laugh;8;r;6
1207;join;8;rent;6
1208;victory;8;omigod;6
1209;liquor;8;stanley;6
1210;nup;8;insist;6
1211;hunh;8;bowl;6
1212;weird;8;furniture;6
1213;crisis;8;ow;6
1214;theory;8;thursday;6
1215;motion;8;program;6
1216;marathon;8;crush;6
1217;jazz;8;pray;6
1218;spirit;8;hill;6
1219;telephone;8;option;6
1220;fridge;8;hip;6
1221;patrick;8;dump;6
1222;deserve;8;momma;6
1223;smoking;8;tommy;6
1224;design;8;afraid;6
1225;crush;8;whore;6
1226;benjamin;8;education;6
1227;lobby;8;discuss;6
1228;defense;8;loser;6
1229;behavior;8;leader;6
1230;edge;8;thunder;5
1231;prom;8;dork;5
1232;mommy;8;k;5
1233;freak;8;meteorologist;5
1234;rabbit;8;damage;5
1235;rape;8;hop;5
1236;dope;8;silver;5
1237;student;8;tech;5
1238;brad;8;plate;5
1239;suga;7;fair;5
1240;example;7;pirate;5
1241;boston;7;privilege;5
1242;episode;7;miranda;5
1243;respond;7;chain;5
1244;score;7;ballet;5
1245;debt;7;graduation;5
1246;edgar;7;su;5
1247;spit;7;dunno;5
1248;chill;7;punk;5
1249;wrap;7;sam;5
1250;tami;7;butterfly;5
1251;jane;7;knee;5
1252;jeebs;7;cloris;5
1253;joker;7;handsome;5
1254;possibility;7;friggin;5
1255;vote;7;ta;5
1256;bite;7;detention;5
1257;pimp;7;richard;5
1258;vision;7;mall;5
1259;screen;7;plant;5
1260;blah;7;register;5
1261;surveillance;7;scott;5
1262;dare;7;belief;5
1263;stranger;7;jet;5
1264;al;7;devil;5
1265;th;7;crying;5
1266;joey;7;limo;5
1267;enemy;7;lane;5
1268;sec;7;land;5
1269;patty;7;send;5
1270;sweetheart;7;jurisdiction;5
1271;chase;7;leachman;5
1272;stacy;7;bam;5
1273;location;7;scare;5
1274;scratch;7;los;5
1275;garden;7;bother;5
1276;confidence;7;soap;5
1277;animal;7;government;5
1278;passion;7;pedro;5
1279;perfect;7;tank;5
1280;tyrone;7;chef;5
1281;society;7;frank;5
1282;david;7;bra;5
1283;gaye;7;moron;5
1284;device;7;lap;5
1285;frame;7;bread;5
1286;co;7;julianne;5
1287;raymond;7;target;5
1288;commitment;7;da;5
1289;ghost;7;deborah;5
1290;hooker;7;denton;5
1291;dammit;7;cape;5
1292;elevator;7;regret;5
1293;ail;7;super;5
1294;flask;7;entrance;5
1295;chip;7;sacrifice;5
1296;honest;7;eh;5
1297;carson;7;ex;5
1298;sport;7;es;5
1299;baloney;7;invitation;5
1300;read;7;corbitt;5
1301;rudy;7;offering;5
1302;trailer;7;egg;5
1303;lip;7;wonderful;5
1304;kay;7;ship;5
1305;randy;7;breeze;5
1306;visit;7;speed;5
1307;manage;7;benefit;5
1308;university;7;twelve;5
1309;measure;7;fraud;5
1310;quality;7;cameron;5
1311;winner;7;horror;5
1312;vince;7;belhatchett;5
1313;harder;7;base;5
1314;fate;7;spray;5
1315;marlowe;7;kroger;5
1316;finch;7;alvin;5
1317;campaign;7;nikki;5
1318;adult;7;drag;5
1319;worth;7;booty;5
1320;loyalty;7;carter;5
1321;mccall;7;sausage;5
1322;grade;7;skirt;5
1323;ditch;7;university;5
1324;palace;7;slide;5
1325;coast;7;quality;5
1326;basis;7;border;5
1327;commission;7;screw;5
1328;balance;7;winner;5
1329;form;7;treat;5
1330;suspect;7;harder;5
1331;massage;7;macguff;5
1332;making;7;reflection;5
1333;grow;7;fate;5
1334;tale;7;martin;5
1335;marijuana;7;repeat;5
1336;performance;7;marlowe;5
1337;treasure;7;cocoa;5
1338;gee;7;museum;5
1339;knife;7;ninety;5
1340;imagination;7;oscar;5
1341;motel;7;roof;5
1342;ribbon;7;attempt;5
1343;airport;7;doo;5
1344;comfort;7;commission;5
1345;good;7;balance;5
1346;harm;7;shame;5
1347;mmm;7;mouse;5
1348;thomas;7;vivienne;5
1349;express;7;sentence;5
1350;breast;7;character;5
1351;create;7;somehow;5
1352;gam;7;commit;5
1353;howl;7;warehouse;5
1354;cuz;7;clerk;5
1355;pee;7;boo;5
1356;jason;7;designer;5
1357;talon;7;monitor;5
1358;knowledge;7;policy;5
1359;inspector;7;california;5
1360;noise;7;brooke;5
1361;glory;7;keith;5
1362;circus;7;waiter;5
1363;path;7;channel;5
1364;julie;7;parent;5
1365;breathe;7;custody;5
1366;mm;7;wake;5
1367;gate;7;deer;5
1368;danny;7;search;5
1369;heck;7;suppose;5
1370;ran;7;mmm;5
1371;metal;7;wager;5
1372;conference;7;paint;5
1373;charlie;7;statement;5
1374;jennifer;7;charm;5
1375;cowboy;7;moss;5
1376;tip;7;breast;5
1377;tie;7;supply;5
1378;focus;7;raise;5
1379;disease;7;create;5
1380;midnight;7;assignment;5
1381;yup;7;stranger;5
1382;embassy;7;ape;5
1383;parking;7;drama;5
1384;rigazzi;7;pronounce;5
1385;director;7;curb;5
1386;relief;7;dessert;5
1387;furniture;7;exchange;5
1388;lack;7;spell;5
1389;scientist;7;beam;5
1390;bout;7;comment;5
1391;alcohol;7;value;5
1392;reverend;7;goin;5
1393;reach;7;rise;5
1394;explosion;7;nail;5
1395;candy;7;blue;5
1396;shondra;7;path;5
1397;pervert;7;guarantee;5
1398;sexy;7;poker;5
1399;porch;7;tourist;5
1400;panic;7;fiction;5
1401;agency;7;nup;5
1402;joy;7;capacity;5
1403;squeeze;7;grandmother;5
1404;theatre;7;protect;5
1405;jenna;7;beep;5
1406;oooh;6;wound;5
1407;miller;6;hunt;5
1408;behe;6;cory;5
1409;vance;6;tip;5
1410;clarence;6;li;5
1411;youse;6;crisis;5
1412;hiya;6;chapter;5
1413;platt;6;kimmy;5
1414;hero;6;oklahoma;5
1415;yogurt;6;tornado;5
1416;spin;6;exam;5
1417;hong;6;reaction;5
1418;facility;6;poo;5
1419;sol;6;actress;5
1420;mighty;6;towel;5
1421;brilliant;6;competition;5
1422;santa;6;mood;5
1423;nell;6;protestor;5
1424;stress;6;sandwich;5
1425;wheelchair;6;mission;5
1426;seventy;6;gill;5
1427;training;6;stoner;5
1428;dunno;6;rig;5
1429;lawn;6;viola;5
1430;marvin;6;cheer;5
1431;technology;6;edge;5
1432;dark;6;ahh;5
1433;package;6;prom;5
1434;rage;6;drinking;5
1435;carvel;6;folk;5
1436;richard;6;motor;5
1437;gosh;6;gabby;5
1438;scar;6;necklace;5
1439;plant;6;bogey;5
1440;sauce;6;shell;5
1441;rosaline;6;combat;5
1442;status;6;lemme;5
1443;highway;6;dope;5
1444;session;6;tap;5
1445;thou;6;inch;5
1446;connection;6;fishing;5
1447;spending;6;slut;5
1448;um;6;jury;5
1449;chaz;6;boom;5
1450;fifteen;6;jewel;5
1451;bush;6;lori;4
1452;lunchbox;6;wednesday;4
1453;producer;6;china;4
1454;enforcement;6;holy;4
1455;smash;6;locker;4
1456;identity;6;cocksucker;4
1457;thief;6;series;4
1458;delivery;6;donahue;4
1459;dumbarton;6;birdie;4
1460;horn;6;hiya;4
1461;chef;6;boston;4
1462;suppose;6;patch;4
1463;moron;6;respond;4
1464;mullet;6;sensitivity;4
1465;victim;6;score;4
1466;reality;6;lookin;4
1467;reception;6;argue;4
1468;product;6;spit;4
1469;cold;6;bridal;4
1470;threat;6;chrysler;4
1471;happen;6;prison;4
1472;er;6;birth;4
1473;wrigley;6;desire;4
1474;prick;6;wrap;4
1475;fifty;6;geography;4
1476;celebrate;6;winter;4
1477;resort;6;laundry;4
1478;chop;6;suck;4
1479;decide;6;shhh;4
1480;heaven;6;investigation;4
1481;darkness;6;gordon;4
1482;raton;6;emotion;4
1483;suicide;6;vote;4
1484;trunk;6;counselor;4
1485;mclovin;6;sad;4
1486;kuni;6;zoo;4
1487;banky;6;tidwell;4
1488;dirt;6;priest;4
1489;muscle;6;bureau;4
1490;culture;6;marvin;4
1491;guide;6;rage;4
1492;hail;6;tripp;4
1493;nah;6;terry;4
1494;manhattan;6;ti;4
1495;drag;6;norm;4
1496;wizard;6;england;4
1497;photograph;6;highway;4
1498;beg;6;jew;4
1499;bare;6;â;4
1500;border;6;session;4
1501;pleasantville;6;condom;4
1502;cleveland;6;river;4
1503;freedom;6;branson;4
1504;hm;6;stacy;4
1505;solution;6;clearance;4
1506;vodka;6;clinton;4
1507;combination;6;katie;4
1508;carry;6;um;4
1509;struggle;6;torture;4
1510;hood;6;gettin;4
1511;doc;6;race;4
1512;bella;6;certificate;4
1513;left;6;theme;4
1514;background;6;coffin;4
1515;analyst;6;process;4
1516;journey;6;lock;4
1517;reign;6;comedy;4
1518;henry;6;establishment;4
1519;maid;6;snake;4
1520;policy;6;prepare;4
1521;waiter;6;steel;4
1522;speaking;6;nancy;4
1523;nolan;6;gerta;4
1524;shoe;6;wire;4
1525;pump;6;boise;4
1526;calendar;6;cd;4
1527;cancer;6;tattoo;4
1528;mary;6;paula;4
1529;robbery;6;command;4
1530;violence;6;become;4
1531;liar;6;footage;4
1532;burger;6;function;4
1533;stool;6;delivery;4
1534;puke;6;marquis;4
1535;diamond;6;witness;4
1536;biography;6;ghost;4
1537;gotten;6;elaine;4
1538;attire;6;bang;4
1539;spend;6;medicine;4
1540;drama;6;thick;4
1541;jimmy;6;guilt;4
1542;scarlet;6;convenient;4
1543;exercise;6;guidance;4
1544;climb;6;tone;4
1545;limo;6;tissue;4
1546;li;6;bunny;4
1547;strip;6;photographer;4
1548;plague;6;cooler;4
1549;occasion;6;shhhh;4
1550;sparky;6;mandella;4
1551;ralph;6;zone;4
1552;progress;6;gigi;4
1553;curtain;6;gum;4
1554;sofa;6;assistance;4
1555;authority;6;angelo;4
1556;buckle;6;cap;4
1557;paris;6;lounge;4
1558;blue;6;el;4
1559;liberty;6;er;4
1560;saturday;6;irony;4
1561;ton;6;silent;4
1562;flame;6;caught;4
1563;fashion;6;breed;4
1564;plenty;6;anger;4
1565;reputation;6;michelle;4
1566;bait;6;concern;4
1567;beep;6;resort;4
1568;hunt;6;monsieur;4
1569;election;6;trick;4
1570;choke;6;fruit;4
1571;bath;6;treatment;4
1572;gil;6;chop;4
1573;quick;6;jussy;4
1574;cocktail;6;bucket;4
1575;eighty;6;tornadocane;4
1576;repeat;6;item;4
1577;convention;6;virgin;4
1578;hun;6;scheme;4
1579;proud;6;x;4
1580;reaction;6;makeup;4
1581;moon;6;fiance;4
1582;gaskell;6;anon;4
1583;oz;6;battery;4
1584;flick;6;paco;4
1585;rate;6;hallway;4
1586;theresa;6;eater;4
1587;semester;6;visit;4
1588;goat;6;kat;4
1589;sandwich;6;evan;4
1590;marcus;6;booze;4
1591;friendship;6;ze;4
1592;feed;6;experiment;4
1593;fancy;6;danger;4
1594;village;6;snoop;4
1595;brick;6;scoot;4
1596;clue;6;route;4
1597;vice;6;parker;4
1598;tax;6;shh;4
1599;snoopy;6;widow;4
1600;sobol;6;denise;4
1601;shell;6;yay;4
1602;floris;6;resident;4
1603;escobar;6;balloon;4
1604;planning;6;laurel;4
1605;walt;6;homework;4
1606;spanky;6;peter;4
1607;junk;6;madame;4
1608;jewel;6;soloman;4
1609;specialist;5;washington;4
1610;herb;5;carriage;4
1611;goddammit;5;display;4
1612;locker;5;twist;4
1613;hoo;5;stan;4
1614;funny;5;wreck;4
1615;collapse;5;warn;4
1616;dozen;5;give;4
1617;entry;5;bone;4
1618;singer;5;slept;4
1619;theme;5;ew;4
1620;goodnight;5;alarm;4
1621;pirate;5;reference;4
1622;pity;5;pete;4
1623;blonde;5;lotion;4
1624;union;5;basis;4
1625;stadium;5;threw;4
1626;cunt;5;sushi;4
1627;desire;5;meerkat;4
1628;support;5;awhile;4
1629;fake;5;mile;4
1630;sky;5;shift;4
1631;shhh;5;suggestion;4
1632;destroy;5;teenage;4
1633;roger;5;pink;4
1634;residence;5;johnson;4
1635;pacino;5;basket;4
1636;ace;5;maid;4
1637;industry;5;texas;4
1638;sand;5;vinyl;4
1639;male;5;advance;4
1640;jed;5;lone;4
1641;appreciation;5;speaking;4
1642;commotion;5;performance;4
1643;condom;5;hostage;4
1644;damnit;5;je;4
1645;creator;5;tub;4
1646;load;5;elijah;4
1647;consulate;5;audience;4
1648;disorder;5;ellie;4
1649;sight;5;island;4
1650;agreement;5;file;4
1651;poster;5;field;4
1652;influence;5;puffy;4
1653;bianca;5;associate;4
1654;punch;5;comfort;4
1655;consideration;5;faculty;4
1656;casino;5;good;4
1657;merlot;5;fish;4
1658;snake;5;fist;4
1659;cage;5;insurance;4
1660;bother;5;dorsey;4
1661;soap;5;mama;4
1662;brew;5;clasky;4
1663;jar;5;outta;4
1664;puff;5;patterson;4
1665;labor;5;permission;4
1666;bald;5;gal;4
1667;dust;5;spend;4
1668;schedule;5;shape;4
1669;whistler;5;source;4
1670;nigger;5;duck;4
1671;pursuit;5;bach;4
1672;bra;5;candle;4
1673;plot;5;planet;4
1674;sweater;5;stripper;4
1675;bartender;5;cynthia;4
1676;medicine;5;maryland;4
1677;comin;5;clipboard;4
1678;compromise;5;exercise;4
1679;strength;5;talon;4
1680;pellagrino;5;lamp;4
1681;steak;5;dan;4
1682;com;5;warner;4
1683;sticker;5;jessica;4
1684;evil;5;bleek;4
1685;jangle;5;yard;4
1686;scenario;5;tack;4
1687;cooler;5;puppet;4
1688;concept;5;mid;4
1689;zone;5;disease;4
1690;trial;5;photography;4
1691;fbi;5;mascara;4
1692;envelope;5;progress;4
1693;write;5;deliver;4
1694;non;5;assure;4
1695;nod;5;proposal;4
1696;anger;5;orange;4
1697;equipment;5;bull;4
1698;egg;5;shuttle;4
1699;cannon;5;match;4
1700;burst;5;noise;4
1701;elvis;5;panel;4
1702;language;5;adolescent;4
1703;trick;5;coke;4
1704;commander;5;campus;4
1705;embrace;5;patsy;4
1706;fruit;5;jogging;4
1707;fortune;5;patience;4
1708;willie;5;breathe;4
1709;operator;5;elizabeth;4
1710;weight;5;london;4
1711;spungeon;5;heck;4
1712;fence;5;toy;4
1713;creepy;5;ceiling;4
1714;amount;5;bridge;4
1715;bless;5;plenty;4
1716;bass;5;claude;4
1717;grey;5;approach;4
1718;lit;5;beside;4
1719;circle;5;inventory;4
1720;basement;5;hunh;4
1721;pact;5;escape;4
1722;smart;5;heat;4
1723;grant;5;trio;4
1724;suggestion;5;coach;4
1725;retirement;5;environment;4
1726;havin;5;baseball;4
1727;ight;5;janice;4
1728;emma;5;theory;4
1729;rub;5;chastity;4
1730;specialty;5;crime;4
1731;evan;5;contract;4
1732;wave;5;author;4
1733;click;5;shirtless;4
1734;chang;5;welcome;4
1735;wit;5;hmmm;4
1736;crab;5;presentation;4
1737;missile;5;fag;4
1738;salad;5;fad;4
1739;sandy;5;version;4
1740;armor;5;tragedy;4
1741;route;5;equation;4
1742;brand;5;goal;4
1743;boris;5;adventure;4
1744;powder;5;harmless;4
1745;novel;5;marcus;4
1746;effect;5;reverend;4
1747;barnhardt;5;health;4
1748;reflection;5;attendant;4
1749;miramax;5;fancy;4
1750;ear;5;lying;4
1751;contest;5;activity;4
1752;stan;5;intelligence;4
1753;hansen;5;barf;4
1754;cadillac;5;witch;4
1755;attempt;5;village;4
1756;chew;5;brick;4
1757;marie;5;kick;4
1758;bay;5;godfather;4
1759;bam;5;tuppence;4
1760;reference;5;chapin;4
1761;ethel;5;nice;4
1762;cane;5;pottery;4
1763;ii;5;pervert;4
1764;renaissance;5;someday;4
1765;trace;5;lottery;4
1766;burn;5;frog;4
1767;perp;5;porch;4
1768;ooh;5;brochure;4
1769;winston;5;patrol;4
1770;pink;5;tension;4
1771;description;5;scrubs;4
1772;cheese;5;crash;4
1773;channel;5;material;4
1774;label;5;ballroom;4
1775;je;5;planning;4
1776;tour;5;sick;4
1777;margie;5;holler;4
1778;pal;5;leah;4
1779;crabtree;5;trout;4
1780;represent;5;brush;4
1781;simon;5;cinderella;4
1782;misery;5;intention;4
1783;caravan;5;volume;4
1784;shark;5;foul;3
1785;mitzvah;5;eunice;3
1786;fist;5;yup;3
1787;difficulty;5;hoo;3
1788;statement;5;fit;3
1789;salmon;5;lillian;3
1790;giant;5;rv;3
1791;ruin;5;encourage;3
1792;huff;5;second;3
1793;mailbox;5;corny;3
1794;simple;5;dozen;3
1795;monroe;5;victoria;3
1796;glow;5;dummy;3
1797;crop;5;bust;3
1798;scandal;5;rick;3
1799;favorite;5;rice;3
1800;scarface;5;chutney;3
1801;lame;5;stepmom;3
1802;dan;5;garfunkel;3
1803;mcavoy;5;debt;3
1804;math;5;roller;3
1805;que;5;darlin;3
1806;yard;5;bid;3
1807;rita;5;bobby;3
1808;vagina;5;sob;3
1809;appearance;5;passenger;3
1810;hare;5;geeze;3
1811;penzance;5;speculation;3
1812;fogell;5;boca;3
1813;match;5;brilliant;3
1814;mcintire;5;bloody;3
1815;lynn;5;working;3
1816;pin;5;scope;3
1817;yell;5;virtue;3
1818;pride;5;behalf;3
1819;spike;5;abortion;3
1820;alex;5;stole;3
1821;toy;5;dyke;3
1822;tool;5;sh;3
1823;bridge;5;tendency;3
1824;rap;5;attraction;3
1825;queer;5;receipt;3
1826;bail;5;sponsor;3
1827;lodge;5;trauma;3
1828;habit;5;possibility;3
1829;mum;5;cybersex;3
1830;presence;5;destroy;3
1831;javal;5;phil;3
1832;virgin;5;touche;3
1833;counsel;5;robe;3
1834;eternity;5;artist;3
1835;matsutani;5;primo;3
1836;impression;5;surgery;3
1837;row;5;workplace;3
1838;environment;5;stretch;3
1839;advantage;5;photos;3
1840;pork;5;technology;3
1841;stroke;5;instrument;3
1842;inheritance;5;lobster;3
1843;inform;5;intimate;3
1844;profit;5;missy;3
1845;woof;5;heh;3
1846;coma;5;buying;3
1847;helicopter;5;aw;3
1848;reward;5;graduate;3
1849;kingdom;5;sang;3
1850;kennedy;5;sand;3
1851;jeez;5;legend;3
1852;teddy;5;hamster;3
1853;trash;5;poodle;3
1854;flower;5;learn;3
1855;hmmm;5;hickey;3
1856;adventure;5;backyard;3
1857;health;5;operation;3
1858;breathing;5;conditioning;3
1859;outfit;5;ability;3
1860;degree;5;cartoon;3
1861;apple;5;mmmm;3
1862;lottery;5;blond;3
1863;penis;5;brooklyn;3
1864;sin;5;guinea;3
1865;martina;5;load;3
1866;trap;5;belt;3
1867;institution;5;fund;3
1868;fear;5;hostess;3
1869;valerie;5;pound;3
1870;volume;5;chase;3
1871;foul;4;stylist;3
1872;callin;4;bounce;3
1873;eagle;4;repair;3
1874;bacon;4;marchfelder;3
1875;second;4;chat;3
1876;admire;4;tara;3
1877;avery;4;walker;3
1878;paperwork;4;gossip;3
1879;burnett;4;morse;3
1880;damage;4;lee;3
1881;fit;4;leo;3
1882;development;4;challenge;3
1883;engagement;4;animal;3
1884;wisdom;4;mediocre;3
1885;task;4;betty;3
1886;chaka;4;bump;3
1887;rick;4;spill;3
1888;patch;4;length;3
1889;blew;4;partnership;3
1890;felony;4;voyage;3
1891;bachelorette;4;segment;3
1892;pregnancy;4;jam;3
1893;worker;4;cranky;3
1894;commerce;4;lala;3
1895;hat;4;drum;3
1896;bach;4;drank;3
1897;settle;4;louisiana;3
1898;hittin;4;planner;3
1899;rosenberg;4;atlanta;3
1900;snack;4;juan;3
1901;wana;4;takihashi;3
1902;claus;4;replacement;3
1903;pretend;4;thief;3
1904;winter;4;chaperone;3
1905;tilney;4;illusion;3
1906;thump;4;saver;3
1907;mantini;4;blanket;3
1908;emotion;4;speck;3
1909;alley;4;franc;3
1910;say;4;chez;3
1911;buffet;4;meditation;3
1912;knee;4;protection;3
1913;montage;4;aka;3
1914;robe;4;secure;3
1915;borrow;4;bro;3
1916;stretch;4;tnt;3
1917;thousand;4;era;3
1918;pinky;4;lay;3
1919;fame;4;ambulance;3
1920;clad;4;salon;3
1921;divine;4;network;3
1922;homeless;4;renee;3
1923;consider;4;dammit;3
1924;method;4;raisin;3
1925;negativity;4;rung;3
1926;accept;4;steal;3
1927;wrench;4;steam;3
1928;patio;4;wh;3
1929;sucker;4;cos;3
1930;kensington;4;ill;3
1931;belief;4;royal;3
1932;ext;4;ail;3
1933;seb;4;sticker;3
1934;branson;4;evil;3
1935;compliment;4;flatter;3
1936;coincidence;4;diner;3
1937;awake;4;converse;3
1938;errol;4;clive;3
1939;seek;4;prayer;3
1940;clearance;4;stake;3
1941;religion;4;pressman;3
1942;hemingway;4;concept;3
1943;pacific;4;battle;3
1944;erica;4;gus;3
1945;torture;4;demille;3
1946;charity;4;bravo;3
1947;challenge;4;chin;3
1948;pawn;4;phrase;3
1949;establishment;4;product;3
1950;hobby;4;cold;3
1951;dougie;4;soy;3
1952;cush;4;increase;3
1953;log;4;carl;3
1954;scare;4;transition;3
1955;manuscript;4;blind;3
1956;sweetie;4;burpie;3
1957;flintstone;4;wrigley;3
1958;spain;4;slab;3
1959;vp;4;begin;3
1960;ransom;4;sport;3
1961;shotgun;4;voicemail;3
1962;kirky;4;madness;3
1963;function;4;kurtzman;3
1964;excitement;4;buster;3
1965;recognize;4;finish;3
1966;bike;4;touch;3
1967;blanket;4;improvement;3
1968;goddamnit;4;stunt;3
1969;secure;4;cottage;3
1970;rookie;4;define;3
1971;greet;4;decide;3
1972;ambulance;4;orgasm;3
1973;mayor;4;conscience;3
1974;toronto;4;venice;3
1975;reserve;4;sneak;3
1976;guidance;4;vomit;3
1977;personality;4;fountain;3
1978;steam;4;heartbeat;3
1979;swell;4;maple;3
1980;kinship;4;selling;3
1981;profession;4;velasquez;3
1982;wad;4;lil;3
1983;shrink;4;quote;3
1984;brownie;4;kay;3
1985;blast;4;salary;3
1986;gum;4;pretending;3
1987;gus;4;stalk;3
1988;gut;4;maintenance;3
1989;prove;4;guide;3
1990;entrance;4;grant;3
1991;clothing;4;bonus;3
1992;sacrifice;4;march;3
1993;muffin;4;civilization;3
1994;coulda;4;reed;3
1995;corbitt;4;blend;3
1996;begin;4;telling;3
1997;thompson;4;gender;3
1998;stain;4;barbara;3
1999;import;4;micah;3
2000;theater;4;gene;3
2001;wessex;4;salvation;3
2002;ruler;4;cloud;3
2003;stunt;4;vehicle;3
2004;blackberry;4;salad;3
2005;recorder;4;donut;3
2006;assassin;4;farm;3
2007;prepare;4;scoop;3
2008;bucket;4;auto;3
2009;tellin;4;sandy;3
2010;glitch;4;confess;3
2011;ye;4;fella;3
2012;pub;4;dumb;3
2013;kung;4;exhibit;3
2014;daisy;4;microphone;3
2015;mist;4;gallery;3
2016;juicy;4;stereo;3
2017;liz;4;impression;3
2018;pretty;4;kovitsky;3
2019;cucamonga;4;rash;3
2020;whatever;4;gram;3
2021;vessel;4;albania;3
2022;anthony;4;tent;3
2023;fiancee;4;approval;3
2024;marco;4;poem;3
2025;toyota;4;vince;3
2026;stem;4;smoking;3
2027;stew;4;digger;3
2028;crapper;4;effect;3
2029;naw;4;magician;3
2030;reservation;4;limit;3
2031;kath;4;eric;3
2032;sixpence;4;smack;3
2033;shack;4;dry;3
2034;sausage;4;campaign;3
2035;soup;4;county;3
2036;kenny;4;root;3
2037;poetry;4;maintain;3
2038;cruise;4;deck;3
2039;auto;4;crew;3
2040;florida;4;workout;3
2041;privacy;4;grease;3
2042;fuel;4;struggle;3
2043;sabotage;4;aisle;3
2044;key;4;ditch;3
2045;monitor;4;concussion;3
2046;addition;4;brevity;3
2047;cent;4;anxiety;3
2048;brunch;4;chest;3
2049;capture;4;doc;3
2050;nation;4;dot;3
2051;destruction;4;poison;3
2052;mutation;4;wearing;3
2053;mississippi;4;bay;3
2054;inner;4;inappropriate;3
2055;rescue;4;sail;3
2056;wreck;4;ethel;3
2057;keith;4;kit;3
2058;degenerate;4;yea;3
2059;mcneil;4;save;3
2060;amazing;4;dean;3
2061;deck;4;dear;3
2062;preparation;4;fork;3
2063;mint;4;ford;3
2064;scotch;4;journey;3
2065;earl;4;apology;3
2066;tolerance;4;suicide;3
2067;trigger;4;bartender;3
2068;vivienne;4;maguire;3
2069;kit;4;massage;3
2070;verona;4;france;3
2071;burt;4;soup;3
2072;bury;4;gesture;3
2073;fort;4;rabbi;3
2074;bomber;4;tucker;3
2075;billionaire;4;anson;3
2076;item;4;description;3
2077;shift;4;jackson;3
2078;claim;4;cheesy;3
2079;pure;4;trace;3
2080;mac;4;verona;3
2081;guys;4;honesty;3
2082;deposit;4;workshop;3
2083;basket;4;middle;3
2084;shake;4;pad;3
2085;resignation;4;mertin;3
2086;canada;4;flavor;3
2087;dash;4;passionate;3
2088;rehearsal;4;coupon;3
2089;cuban;4;einstein;3
2090;treasury;4;gore;3
2091;cancel;4;adler;3
2092;ignition;4;reflex;3
2093;pan;4;resolution;3
2094;pao;4;jonah;3
2095;roommate;4;stella;3
2096;chamber;4;tiffany;3
2097;pronounce;4;puke;3
2098;conundrum;4;purse;3
2099;hound;4;recall;3
2100;remote;4;der;3
2101;coroner;4;harm;3
2102;jackie;4;least;3
2103;destination;4;leash;3
2104;der;4;dumbass;3
2105;minimum;4;dentist;3
2106;pas;4;duct;3
2107;ambassador;4;believe;3
2108;pad;4;mountain;3
2109;perry;4;salmon;3
2110;caroline;4;quiche;3
2111;backseat;4;simple;3
2112;ronna;4;dancer;3
2113;bakery;4;gap;3
2114;courage;4;acquaintance;3
2115;raoul;4;development;3
2116;beanie;4;waga;3
2117;spent;4;snap;3
2118;organization;4;cum;3
2119;bridal;4;lark;3
2120;scale;4;oatmeal;3
2121;pet;4;jimmy;3
2122;curb;4;scarlet;3
2123;rhyme;4;infection;3
2124;access;4;desert;3
2125;cha;4;jason;3
2126;trail;4;hint;3
2127;meter;4;shock;3
2128;le;4;peggy;3
2129;lu;4;bachelor;3
2130;scumbag;4;sink;3
2131;south;4;defendant;3
2132;gear;4;tunnel;3
2133;slack;4;praise;3
2134;lover;4;tan;3
2135;payment;4;lamb;3
2136;traitor;4;philosophy;3
