|text|type
277|"The woman suddenly freezes. There is a moment of silence, then
she snaps on the light. It's Nancy, not Rita. Phil is as
surprised as she is by his slip of the tongue."|stage direction
278|"Nancy laughs uncertainly. Phil switches off the light,
thinking now about Rita."|stage direction
279|INT. BREAKFAST ROOM - MORNING|location
280|"Some elderly GUESTS are sipping coffee and eating breakfast,
staring uncomfortably at something on the other side of the
room.
THEIR POV
Phil is standing at the bookcase, wearing only pajamas,
absently munching on a Danish as he reads from one of the
books.
Mrs. Lancaster approaches him."|stage direction
281|He finishes and puts the book back on the shelf.|stage direction
282|Phil kisses her on the lips and walks off.|stage direction
283|EXT. PENN BANK AND TRUST - DAY|location
284|"Two harmless-looking old GUARDS are calmly loading bags of cash
into an armored car parked in front of a local bank. Suddenly
Phil appears, wielding a shotgun, wearing a Batman style cape,
his face completely hidden by a ski mask."|stage direction
285|The guards stand there frozen with terror.|stage direction
286|He raises the mask and shows his face.|stage direction
287|"The frightened guards watch as Phil makes off with two large
satchels of cash."|stage direction
288|INT. USED CAR DEALERSHIP - DAY|location
289|"Phil pats the hood of a used BMW 850 sports car as a SALESMAN
stands by beaming. Phil is wearing a full Steelers football
uniform complete with shoulder pads."|stage direction
290|"The Salesman gawks as Phil opens his briefcase and starts
counting out stacks of bills."|stage direction
291|EXT. PUNXSUTAWNEY - DAY|location
292|"From a high angle, we see the BMW tearing around the streets of
the town as if running a Grand Prix road race."|stage direction
293|EXT. MAIN STREET - DAY|location
294|"The BMW comes screeching to a stop right in front of the movie
theater and the door opens.
A pair of really elaborate cowboy boots complete with silver
spurs hits the pavement first; then we PAN UP to see Phil
emerge from the car wearing a really gaudy; full cowboy outfit
with real six-guns on his hips. A very trashy-looking girl,
LARAINE, gets out on the passenger side, dressed like a French
maid."|stage direction
295|He escorts her into the theater.|stage direction
296|INT. TATTOO PARLOR - ANOTHER DAY|location
297|"Phil is lying on the table, getting elaborately tattooed.
Rita walks by, looks in the window and is shocked to see Phil
there.
Phil waves at her and points to the colorful new heart pierced
by a bloody dagger being tattooed on his arm."|stage direction
298|INT. BIKER BAR - NIGHT|location
299|"We pan down the line of ROUGH TRADE PATRONS to. Phil, dressed
all in black leathers, both arms heavily tattooed, looking like
Sid Viscious on crack. He takes off his hat to reveal red,
white and blue hair shaved almost down to his skull. A slut
named ANGIE and another overweight, not very pretty MADONNA
WANNA-BE, both in too-tight jeans and bullet bras are coming on
to him, practically licking his ears. Angie pops a couple of
mystery pills into his mouth. Phil washes them down with a
shot and a beer."|stage direction
300|INT. PHIL'S ROOM - NIGHT|location
301|"It looks like ;outtakes from Fellini's ""Satyricon."" Heavy metal
is blaring from the radio, as several unsavory looking men and
women are partying down, a few already passed out, sleeping off
whatever hit them. Someone is knocking loudly on the door,
shouting complaints about the music. A beer bottle smashes
against the door.
Phil is sitting up on the bed with Angie. He has his arm
around her shoulder and a fifth of Wild Turkey in his hand."|stage direction
302|A big German Shepherd tries to jump up on the bed with them.|stage direction
303|The dog jumps up again.|stage direction
304|Phil looks over at Angle who's passed out with her mouth open|stage direction
305|EXT. A SIDE STREET - THE NEXT MORNING|location
306|"Rita is in the news van reviewing the tape of Phil's report
Phil hovers at the open side door."|stage direction
307|She switches off the videotape and steps out of the van.|stage direction
308|"She starts walking toward the center of town. Phil sticks
right with her."|stage direction
309|INT. DINER - A LITTLE LATER|location
310|Phil and Rita are at their usual table, drinking coffee.|stage direction
311|She stares hard at him.|stage direction
312|"Larry pokes his head in the doorway, looks around, spots Rita
and makes his way over to their table."|stage direction
313|Larry scowls at Phil and exits.|stage direction
314|"Phil watches Rita exit.
PHIL'S POV
Rita gets in the news van and drives off with Larry.
Phil stares out the window, more"" determined than ever to win
her over."|stage direction
315|EXT. GOBBLER·S KNOB - ANOTHER DAY|location
316|Phil is wrapping up his groundhog report.|stage direction
317|Larry stops tape.|stage direction
318|Phil runs off without another word of explanation.|stage direction
319|EXT. THE NEWS VAN - LATER|location
320|Phil has the hood open and is doing something to the engine.|stage direction
321|INT. THE BERGHOF RESTAURANT - LATER|location
322|"Rita is sitting at the bar in the town's best restaurant, a
good chophouse with Black Forest decor and waitresses dressed
in dirndl skirts and aprons. Phil enters and sits down next to
her."|stage direction
323|Phil nods to himself.|stage direction
324|"SAME SCENE - ANOTHER DAY
Phil walks in and sits next to Rita."|stage direction
325|Rita looks at Phil, surprised.|stage direction
326|The BARTENDER pours.|stage direction
327|Rita stares for a moment.|stage direction
328|SAME SCENE - ANOTHER DAY|stage direction
329|"Rita looks at Phil.
, BARTENDER"|stage direction
330|"The BARTENDER pours.
Phil lifts his glass."|stage direction
331|Rita smiles, reevaluating him.|stage direction
332|They clink glasses.|stage direction
333|INT. THE BAR - LATER|location
334|"Rita and Phil are now sitting together at a table, a plate of
cheese and crackers and a bottle of white wine between them."|stage direction
335|Rita looks offended. Phil knows he made a mistake.|stage direction
336|SAME SCENE - ANOTHER DAY|stage direction
337|Phil leans in closer to her.|stage direction
338|Rita smiles, entranced.|stage direction
339|INT. FUDGE SHOP - DAY|location
340|"Phil and Rita are sitting at a table in a small confectionery,
tasting chunks of different flavored fudge. Rita takes a bite"|stage direction
341|Phil smiles. Then Larry enters.|stage direction
342|"Over Phil's sympathetic look we hear the song, ""I Can't Get
Started With You""."|stage direction
343|INT. THE BERGHOF RESTAURANT - NIGHT|location
344|"The music continues over Rita and Phil on the small dance
floor. They dance, close, dreamy, romantic."|stage direction
345|EXT. MAIN STREET - LATER THAT NIGHT|location
346|"There is a light snow falling. Phil and Rita are making a
little snowman. Somehow the town looks magical tonight-- old
fashioned, wholesome.
A snowball hits Phil in the back. He and Rita turn around to
see a giggling KID. Phil packs a snowball and tosses it. The
kid throws one back. Rita and Phil both get into it, packing
snowballs and getting into a war with this kid and his little
gang of friends.
A snowball catches Rita unaware, she slips and goes down in a
snowbank. Phil bends down to help her and slips. They are no
together, lying in the snow, laughing. Their eyes lock for a
long sweet moment, then Rita gets embarrassed and stands up."|stage direction
347|"EXT . CHERRY STREET INN - NIGHT
Phil and Rita are walking slowly, very close."|stage direction
348|\ They enter the bed and breakfast inn.|stage direction
349|INT. VESTIBULE - CONTINUOUS|location
350|Rita shakes loose from his grasp.|stage direction
351|"There is a long moment of silent tension, then all her old
doubts about Phil come rushing back."|stage direction
352|Rita slaps him hard on the cheek.|stage direction
353|She turns and stomps off, leaving Phil standing there hurting.|stage direction
354|EXT. MAIN STREET - ANOTHER NIGHT|location
355|"The snowball fight with the kids is going on as before. Phil
falls into the snowbank with Rita and they almost kiss."|stage direction
356|INT. QUALITY INN MOTEL - LATER|location
357|^pushes him away and slams the door in his face.|stage direction
358|EXT. MOTEL - NIGHT|location
359|"The streets are deserted except for Phil, staring up at Rita's
window in the Quality Inn.
Rita comes to her window and looks out. She sees Phil looking
up at her and draws the curtains."|stage direction
360|INT. PHIL'S ROOM - DAWN|location
361|"""I Got You, Babe"" is playing. Phil hits the clock radio to
turn it off. He lies there for a moment, then hefts himself
heavily out of bed, not eager to repeat the day yet another
time. With the radio off, Phil does the deejays' morning
routine himself, seemingly for the millionth time."|stage direction
362|"Phil continues the radio report at his own pace, obviously
fatigued."|stage direction
363|EXT. GOBBLER'S KNOB - DAWN|location
364|"Phil is walking through the crowd. He spots Nancy, walks up to
her and greets her half-heartedly ."|stage direction
365|Phil can't manage enough enthusiasm to pursue her yet again.|stage direction
366|"Phil wanders over to where Rita and Larry are setting up the
camera. Rita comes over to him."|stage direction
367|Phil looks at her sadly, then turns away.|stage direction
368|"INT . BIKER BAR - NIGHT
The balls CRACK as the cue ball breaks the rack.
Phil is walking around the table, cue in hand, sinking ball
after ball, while several admiring HUSTLERS look on."|stage direction
369|Phil shoots, sinks a tough one.|stage direction
370|Phil sinks another one.|stage direction
371|EXT. GOBBLER'S KNOB - DAWN|location
372|"The crowd is waiting expectantly for the groundhog to appear
Phil is a wreck, squatting unprofessionally in front of the
camera."|stage direction
373|Larry and Rita look on, incredulous.|stage direction
374|"CLOSE UP - TV SET
The program JEOPARDY! is playing."|stage direction
375|There is a cheering from a small group of people off-screen.|stage direction
376|INT. PARLOR - CONTINUOUS|location
377|"Phil is sitting in his bathrobe in a big lounge chair in the
parlor of his hotel. Mrs. Lancaster, and other guests watch
his performance, awed by his ""intellect."""|stage direction
378|More cheering from the small group.|stage direction
379|EXT. STREET - DAY|location
380|"Phil is walking through town, still dressed only in his pajamas
and overcoat, counting the sidewalk cracks, taking giants steps
from one to the next. He looks crazy."|stage direction
381|A woman passes walking her dog.|stage direction
382|"Phil continues walking, counting the sidewalk cracks. THREE
NEIGHBORHOOD KIDS notice Phil and walk along, matching him step
for step."|stage direction
383|"Phil stops. He has lost count. His lip curls up like an
animal as he turns slowly, growling at the kids. They run away
screaming with glee. Phil starts after them but runs right
into a COP."|stage direction
384|He rips a groundhog patch off the cop's jacket sleeve.|stage direction
385|Phil turns to the cop like a rabid dog, ready to strike.|stage direction
386|Some big new idea has formed in his mind.|stage direction
387|"EXT . GOBBLER'S KNOB - EARLY MORNING
Rita is looking at Phil as Larry videotapes his report."|stage direction
388|"They turn back to watch Phil's wrap-up.
Phil is completely unkempt, still wearing only pajama bottoms
and his overcoat, looking even more demented."|stage direction
389|EXT. GOBBLER'S KNOB - NIGHT|location
390|"Phil is walking around the mound, casing it out. He takes a
rifle out from under his coat and sneaks up to the burrow. He
pulls a smoke bomb from his pocket, lights it, and throws it
into the hole, then scurries for the edge of the knob and hits
the deck. He lifts his rifle and aims it.
Smoke is now pouring from the mound. Lots of it.
Phil waits, his trigger finger twitching.
A WOMAN casually walks by, stops. She surveys the situation."|stage direction
391|Phil doesn't move. He-doesn't care that she sees him.|stage direction
392|Phil's gun droops. The woman begins to walk off, then stops.|stage direction
393|She leaves.|stage direction
394|EXT. CIVIC CENTER - DAY|location
395|"Phil passes a pedestal bearing a life-size bronze statue of the
groundhog and enters the public library."|stage direction
396|INT. LIBRARY - CONTINUOUS|location
397|"Phil walks past the front desk looking very haggard and
dangerous, and enters the children's section. No one is
present except the CHILDREN'S LIBRARIAN, a young woman,
reshelving books in the stacks. He looks around quickly and
sees a window in the wall and over it a large sign which reads:
""Punxsutawney Phil - The Great Prognosticates""
Phil heads right for it.
The groundhog scurries around his little temperature-controlled
habitat, oblivious to the approaching danger.
As Phil approaches the groundhog display, he reaches into his
overcoat and pulls out a pump shotgun with a short pistol grip.
The children's librarian sees the gun and freezes.
Phil pumps a shell into the chamber as he walks right up to the
case.
PHIL'S POV
The groundhog looks right into his sights.
Philsqueezes the trigger. LOUD GUNSHOT.
The glass window is still intact, not a scratch on it. The
groundhog looks up playfully.
Phil fires off four more rounds but, again, no results. Phil
can't believe it. He charges the glass and pounds it with the
rifle butt. He can't even chip it. Suddenly he is seized from
behind by TWO STRONG MEN who take the rifle from him and
wrestle him to floor.
The librarian comes running up and looks at the groundhog."|stage direction
398|EXT. GOBBLER'S KNOB - DAWN|location
399|"The groundhog is just poking his head out of the hole. He
stands full height and looks around.
Phil looks directly at the groundhog with hate and scheming
madness.
Suddenly, Phil whips out a big kitchen knife from under his
icoat and dives at the groundhog. Town officials and police
throw themselves on Phil as the groundhog scampers safely back
into his hole.
Rita and Larry videotape the incident, aghast at Phil's insane
attack."|stage direction
400|EXT. GOBBLER'S KNOB - ANOTHER DAY|location
401|"Larry and Rita are loading their equipment back into the van.
Rita spots Phil standing on the other side of the crowd,
staring at her. She marches straight over to him, furious."|stage direction
402|"Phil kisses her gently on the cheek and walks off toward the
back of the knob. Rita watches him, then follows at a discreet
distance, very worried.
In a small clearing behind the man-made groundhog burrow,
Buster Greene and TWO other GROUNDHOG CLUB OFFICIALS are
lifting a cage into the front seat of Buster's pickup."|stage direction
403|"The other official looks up and sees Phil walking toward them
like a zombie."|stage direction
404|"Without a word, Phil jumps quickly into the cab of the pickup
and starts it up ."|stage direction
405|"Phil drives off in Buster's truck.
Rita witnesses the groundhog-napping and runs back toward the
knob."|stage direction
406|Buster and his aides race for another car parked nearby.|stage direction
407|"They jump into a car, Buster guns the engine and takes off
after the pickup.
Rita runs up to Larry and grabs the camera on the fly."|stage direction
408|"Larry does a slow take and starts gathering up the rest of the
gear."|stage direction
409|EXT. LOCAL ROAD - MINUTES LATER|location
410|"Phil comes tearing around a slippery curve, followed by Buster
in his car, and close behind him, a contingent of police cars
and the Channel 9 news van."|stage direction
411|INT. PICKUP - CONTINUOUS|location
412|"Phil looks at the groundhog on the seat next to him, then
punches the gas as he turns up a mountain drive."|stage direction
413|INT. BUSTER'S CAR - SAME TIME|location
414|Buster pursues Phil with relentless determination.|stage direction
415|INT. THE NEWS VAN - SAME TIME|location
416|Rita is driving. Larry is hooking up the camera.|stage direction
417|"Larry squeezes into the passenger seat with the camera mounted
on his shoulder ."|stage direction
418|EXT. MOUNTAIN ROAD - CONTINUOUS|location
419|The cars chase the pickup to the top of the mountain.|stage direction
420|INT. BUSTER'S CAR - CONTINUOUS|location
421|EXT. LOGGER'S LEAP - CONTINUOUS|location
422|"The pickup is losing its lead over the pursuers as it nears the
sharp mountain cliff."|stage direction
423|INT. THE PICKUP - SAME TIME|location
424|"Phil looks in his rearview mirror at the cars chasing him. He
glances down at the groundhog. He takes a breath."|stage direction
425|Phil hits the gas.|stage direction
426|INT. THE NEWS VAN - SAME TIME|location
427|"Larry is taping as Rita comes around the curve just in time to
see the pickup truck speeding toward the cliff. Rita hits the
brakes and watches in horror."|stage direction
428|EXT. LOGGER'S LEAP - CONTINUOUS|location
429|"The pickup bursts through a retaining fence and rockets over
the edge of the cliff.
The pickup seems to hang in the air for a long time, then it
begins its SLOW MOTION descent, falling ever so gracefully
until it impacts on the granite rock face far below.
BIG EXPLOSION. BIG FIREBALL. FLAMING WRECKAGE. Then a small
click, followed by ""I Got You, Babe."""|stage direction
430|"PHIL
He slowly opens his eyes and blinks. He looks around and
realizes he's back in his room at the bed and breakfast."|stage direction
431|Phil throws off the covers and hurls himself out of bed.|stage direction
432|INT. NED RYERSON'S OFFICE - DAY|location
433|"Ned and a client are huddled over his desk, looking at some
papers. A BODY DROPS quickly past the window behind them.
It's Phil.
They rush to the window and look down at the sidewalk three
stories below. Phil is sprawled there like a broken puppet,
lifeless."|stage direction
434|INT. PHIL'S ROOM - DAWN|location
435|"""I Got You, Babe"" is playing. Phil wakes up and smashes the
radio."|stage direction
436|EXT. STREET - DAY|location
437|"Rita and Larry are walking down the street when a GREYHOUND BUS
pulls out of the bus station and accelerates down Main Street.
Suddenly, Phil, dressed in pajamas and overcoat, leaps out in
front of the speeding bus. Rita witnesses the whole incident.
D RIVERS' POV
He sees Phil through the windshield but doesn't even have time
to hit the brakes before he runs right over Phil."|stage direction
438|"A TV SCREEN
A woman in some horror movie is screaming.
REVEAL
Mrs. Lancaster is watching TV in the parlor of the hotel. In
the corridor behind her, Phil walks by, dressed in a robe,
carrying an electric toaster and a towel, heading for the
bathroom.
A few moments pass.
We hear the zap of an electrocution, the lights and TV flicker
and dim for a moment, then come back on again."|stage direction
439|EXT. THE BANK - DAY|location
440|"The building is surrounded by police, all crouched behind their
cars with guns and rifles trained on the doors."|stage direction
441|"Suddenly, the doors burst open and Phil comes running out of
the bank screaming, dressed in camouflage fatigues and armed to
the teeth with an assault rifle in one hand, an Uzi in the
other and a couple of handguns stuck in his belt. He doesn't
get three feet before he is shot down in an incredible hail of
gunfire.
Rita stands beside the camera gaping in horror while Larry
records the grisly massacre."|stage direction
442|INT. CORONER'S - DAY|location
443|"Rita stands by weeping while Phil's body is covered with a
sheet.
In the shadowy darkness under the sheet, a CLICK is heard and
Phil's eyes pop open. ""I Got You, Babe"" plays."|stage direction
444|INT. PHIL'S ROOM - CONTINUOUS|location
445|"Phil pulls the sheet off his face and finds himself back in his
bed in his room. A tear falls from his eye."|stage direction
446|INT. DINER - DAY|location
447|Phil and Rita are sitting in the diner at their regular table.|stage direction
448|The waiter comes to the table.|stage direction
449|The waiter looks at him like he's nuts.|stage direction
450|The /waiter turns to leave.|stage direction
451|The waiter turns back.|stage direction
452|"Phil grabs an astonished Rita and pulls her over to the next
table."|stage direction
453|"Doris touces her engagement ring, dumbfounded. Rita is a
little embarrassed."|stage direction
454|Phil drags Rita to the counter.|stage direction
455|Rita flashes a quick smile.|stage direction
456|"Rita is getting very bewildered. From their reactions she can
see that Phil is right about each and every one of them."|stage direction
457|"Phil points to the kitchen as smoke starts pouring from the
service window. Everyone in the diner is now staring at them"|stage direction
458|Phil takes a long pause.|stage direction
459|"Larry pokes his head in the doorway, looks around and spots
Rita."|stage direction
460|"As Rita turns around to see Larry, Phil grabs a pen and pad
from a passing waitress and quickly writes something down as
Larry makes his way to their table. Phil finishes writing."|stage direction
461|Phil hands the paper to Rita. She reads it.|stage direction
462|Larry looks at the paper.|stage direction
463|Rita looks at Phil with new understanding and empathy.|stage direction
464|EXT. PUNXSUTAWNEY - DAY|location
465|Phil and Rita are walking down the sidewalk.|stage direction
466|"Phil abruptly pulls Rita aside. A big pile of snow slides off
a roof and onto the sidewalk where they would have walked.
Phil doesn't even look up. Rita looks, as if she's seeing a
miracle."|stage direction
467|NED RY-ERSON approaches.|stage direction
468|Phil and Rita keep walking. Rita looks back at Ned, perplexed|stage direction
469|EXT. FUDGE SHOP - DAY|location
470|Phil and Rita come out of the shop, sharing pieces of fudge.|stage direction
471|Rita stops walking.|stage direction
472|Phil continues walking.|stage direction
473|She catches up to him. Phil turns to her.|stage direction
474|She begins walking again.|stage direction
475|EXT. PARK - DAY|location
476|Phil and Rita are sitting on a park bench.|stage direction
477|Rita looks at him with compassion.|stage direction
478|Rita comes to a decision.|stage direction
479|INT. PHIL'S ROOM - NIGHT|location
480|"A hat is lying on Phil's bed. A playing card flies past. A
second playing card sails right into the hat. Another playing
card sails past, missing. Another playing card sails right in
Phil and Rita are tossing cards. Rita is missing. Phil is
hitting."|stage direction
481|There ' s a knock on the door .|stage direction
482|Phil jumps for the door and opens it. The PIZZA GUY is there.|stage direction
483|Phil pays him, takes the pizza and closes the door.|stage direction
484|Phil looks at her with tremendous affection and gratitude.|stage direction
485|He takes a slice of pizza and starts eating with gusto.|stage direction
486|"THE PIZZA BOX - LATER
There's only one slice left.
Phil and Rita are sitting together on the bed, close but not
touching. Soft music is playing on the radio."|stage direction
487|"Phil stares at her for a long time letting this sink in. Then
he belches really loud. Rita stares at him, then burps
surprisingly loud herself."|stage direction
488|"The clock reads 11:59. Rita grabs Phil's hand. He puts his
arm around her.
They look into each others' eyes. Rita gives Phil a reassuring
smile. She squeezes his hand. Their eyes turn to the clock.
11:;59 turns to 12:00.
Rita looks up at Phil as if expecting some magical event."|stage direction
489|She is mad in a playful way.|stage direction
490|Phil takes Rita's hand. She doesn't resist.|stage direction
491|"LATER
Rita is now sitting right next to Phil on the bed, her head
resting on his shoulder. She nods off then catches herself."|stage direction
492|Her eyes start to close again.|stage direction
493|"He looks at her, sees she's truly asleep, and gently maneuvers
her into a comfortable reclining position on the bed. Then he
carefully puts a pillow under her head and settles down next to
her."|stage direction
494|She starts to stir but he gently kisses her back to sleep.|stage direction
495|"She stirs again but he kisses her until she returns to deep
sleep."|stage direction
496|Rita opens her eyes.|stage direction
497|He kisses her gently on the forehead.|stage direction
498|"C LOSE UP - THE CLOCK
The time changes from 5:59 to 6:00. The radio starts playing.
Phil wakes up alone in bed. He lies there for a moment then
leaps out of bed like a man reborn and heads straight for the
shower."|stage direction
499|EXT. GOBBLER'S KNOB - DAWN|location
500|"Rita and Larry are in the packed press area, beginning to set
up the equipment.
Phil arrives, carrying two cups of coffee."|stage direction
501|"She looks at him without a trace of the rapport they shared the
night before."|stage direction
502|He hands her the coffee.|stage direction
503|He hands Larry a cup.|stage direction
504|She reaches for an equipment case.|stage direction
505|Phil helps Larry carry the camera gear.|stage direction
506|Larry looks suspicious. Rita looks on, reevaluating Phil.|stage direction
507|INT. LIBRARY - DAY|location
508|Phil enters the library, approaches the Librarian.|stage direction
509|Phil walks through the stacks, past the groundhog window.|stage direction
510|EXT. A HOUSE - DAY|location
511|Phil rings the doorbell. A kindly young woman, MARY, answers|stage direction
512|"Mary hesitates only a moment, then ushers Phil into the house
and closes the door.
A moment later the door opens and a LITTLE GIRL with an armloa
of music books exits as if pushed. The door closes behind her."|stage direction
513|INT. HALLWAY - DAWN|location
514|Phil walks happily down the hallway. He passes the chubby man.|stage direction
515|INT. MARY'S HOUSE - DAY|location
516|"Phil and Mary are sitting together at the piano. Phil is
playing, poorly."|stage direction
517|Phil plays on, definitely improving.|stage direction
518|INT. LIBRARY - DAY|location
519|"We see several cuts of Phil studying at the library.
SUPERED over these cuts is a calendar with the pages flipping
by. They all read ""February 2 . """|stage direction
520|EXT. GOBBLER'S KNOB - DAWN|location
521|Phil stands in front of the camera, giving his report.|stage direction
522|Rita looks on, clearly delighted with the report.|stage direction
523|INT. MARY'S HOUSE - DAY|location
524|"Phil is playing the piano with ever increasing skill as more
February 2 calendar pages flip by."|stage direction
525|EXT. GOBBLER'S KNOB - DAWN|location
526|Phil is delivering another report.|stage direction
527|Larry whispers an aside to Rita.|stage direction
528|EXT. CEMETERY - DAY|location
529|"Beyond the graveyard is a work shed with various tombstones
scattered about. Old TUCKER, the town stonecarver, is at work
chiseling a name into a gravemarker.
Behind him, Phil is chipping away at a small hunk of marble,
sculpting a very lovely cherub.
Rita sits on a stool eating an apple and sipping hot tea
watching him with amazed interest."|stage direction
530|Rita shrugs.|stage direction
531|"They both laugh. Then she looks at him for a long moment and
grins."|stage direction
532|Phil takes a bite of her apple and gets up.|stage direction
533|They exit.|stage direction
534|EXT. MAIN STREET '··-.. LATER|location
535|"Phil drops Rita off and watches as she crosses the street to
Larry who is waiting on the other side.
Across the street, Rita takes a wistful glance toward Phil,
then gets in the news van and drives off.
Phil gets out of the car and starts walking, but finds himself
face to face with Ned Ryerson."|stage direction
536|"Phil gives Ned a big hug and keeps holding on for an
uncomfortably long time, actually giving Ned a hickey on the
neck. Ned goes into homophobic shock."|stage direction
537|He hurries off.|stage direction
538|INT. MARY'S HOUSE - DAY|location
539|"Phil is sitting on the piano bench with Mary, playing pretty
well. Mary is astonished."|stage direction
540|EXT. STREET - DAY|location
541|"Phil is walking down the street. He glances down the alley as
he passes, stops, walks back and enters the alley. The OLD BUM
that Phil never noticed before is lying there, huddled against
a wall. Phil goes to help him."|stage direction
542|The old bum turns to look at Phil, then closes his eyes.|stage direction
543|Phil practically carries him out of the alley.|stage direction
544|INT. HOSPITAL EMERGENCY ROOM - NIGHT|location
545|A nurse approaches Phil.|stage direction
546|Phil pauses for a long moment.|stage direction
547|"Phil brushes past her and makes for the big double doors
leading to triage."|stage direction
548|INT. DINER - MORNING|location
549|"Phil is propping up the old man at a table, trying to feed him
hot soup."|stage direction
550|INT. HOSPITAL - DAY|location
551|"Phil is furiously looking over X-rays, flipping through medical
journals and making notes."|stage direction
552|EXT. ALLEY - NIGHT|location
553|Phil is in the alley, shaking the old man, trying to rouse him.|stage direction
554|"Phil stops. The body lies, unmoving. Phil sits back,
breathing heavily."|stage direction
555|EXT. GOBBLER'S KNOB - DAWN|location
556|"Phil is delivering his report. Everyone there is silent and
listening to Phil. Even the other reporters have turned their
cameras on him."|stage direction
557|Phil smiles. Rita smiles, too.|stage direction
558|"There is much applause. Even Larry brushes away a tear.
Phil hands the microphone to Rita."|stage direction
559|Phil rushes off.|stage direction
560|Rita rushes off after Phil.|stage direction
561|EXT. STREET CORNER - DAY|location
562|"Phil walks briskly toward an intersection, glancing nervously
at his watch. Rita follows him at a distance, hurrying to keep
up.
MARIE, a little nine-year-old girl, approaches the intersection
shielding her brand new puppy under her winter coat. She isn't
paying attention to traffic and fails to notice a big truck
bearing down on her.
As she steps off the curb, Phil arrives and, with split-second
timing, nonchalantly but firmly grabs her coat to hold her
back, just as the big truck rushes past in the street, narrowly
missing her."|stage direction
563|"Phil looks at his watch and rushes off.
Rita looks on amazed and follows him at a distance."|stage direction
564|INT. BERGHOF RESTAURANT - DAY|location
565|"Phil enters the crowded restaurant and pushes past all the
people waiting to be seated. He walks casually but quickly and
purposefully around the tables, squeezing past busy waitresses
and seated patrons toward a commotion in the back of the
restaurant.
TWO BUSINESSMEN are leaning over a THIRD."|stage direction
566|"Phil walks straight up to the BLUE-FACED MAN, grabs him from
behind, gets him in the Heimlich grip and squeezes sharply.
A bolus of food flies across the room. The victim coughs and
sputters, then starts breathing again."|stage direction
567|Phil lets go of the grateful victim.|stage direction
568|He exits.|stage direction
569|"Phil gets to the door and finds Rita standing there, looking at
him in awe."|stage direction
570|Phil looks at his watch and rushes away.|stage direction
571|INT. HOSPITAL CORRIDOR - LATER|location
572|"A gurney bursts through the double doors, paramedics and nurses
in attendance. The patient is a teenage girl, JANEY, totally
unconscious."|stage direction
573|INT. EMERGENCY ROOM - CONTINUOUS|location
574|The gurney is wheeled into the surgery.|stage direction
575|"Phil enters wearing a doctor's scrub suit and begins barking
orders."|stage direction
576|She realizes she's never seen him before.|stage direction
577|INT. CHILDREN'S WARD - LATE AFTERNOON|location
578|"Sick CHILDREN in hospital gowns are gathered around Phil,
laughing and squealing. Phil is. making balloon animals."|stage direction
579|"Phil makes an animal really quickly.
Rita watches from the doorway, unseen by Phil."|stage direction
580|"The kids attack Phil. Lots of rolling around on the bed. Rita
watches, completely enthralled.
Finally, Phil extricates himself and exits to find Rita
waiting."|stage direction
581|"EXT . RESIDENTIAL STREET - A LITTLE LATER
Phil rushes down the sidewalk with Rita close behind him. He
stops under a tree and puts his arms out just as a YOUNG BOY
falls out of the tree and into his arms, knocking him to the
ground. The kid runs off unhurt as Phil gets back to his feet
and brushes himself off."|stage direction
582|EXT. ALLEY - NIGHT|location
583|"Phil kneels on the cold ground beside the old bum who lies
huddled against the wall, immobile.
Rita is standing by at the end of the alley, watching as Phil
examines him.
Phil writes something down on a small pad. He finishes, and
sets it down by the old man. Then he takes his coat and uses
it to cover the man up. A siren is heard.
Phil stands and walks away, as an ambulance pulls into the
alley."|stage direction
584|"She waits and watches.
The paramedics, BUD and ANDY, get out of the ambulance and
inspect the scene."|stage direction
585|"Bud picks up the note Phil left.
Rita steps closer."|stage direction
586|Rita hands him the note and quickly walks away.|stage direction
587|EXT. MAIN STREET - NIGHT|location
588|"Rita catches up with Phil outside the Pennsylvanian, the town's
oldest and best hotel."|stage direction
589|They enter.|stage direction
590|INT. HOTEL LOBBY - CONTINUOUS|location
591|"As Phil and Rita enter there is music coming from a side room.
The black velvet announcement board proclaims: KLEISER-SCOTT
WEDDING."|stage direction
592|INT. PARTY ROOM - CONTINUOUS|location
593|"Phil and Rita walk into a banquet room decorated with
streamers, balloons and flowers. There is a long buffet table
and a punch bowl. Another long table is loaded with wedding
gifts. A small band is playing.
People are dancing. The wedding party is dressed in rented
tuxedos and appropriately pouffy bridesmaid dresses."|stage direction
594|Phil grabs two glasses of champagne and hands one to Rita.|stage direction
595|"The bride, DORIS, young and cheery, is on her way to see Phil.
She is dragging FRED, her groom, with her."|stage direction
596|"Phil reaches into his pocket, pulls out two tickets and hands
them to Doris."|stage direction
597|"Doris throws herself on Fred and jumps up and down. Fred grabs
the tickets."|stage direction
598|Doris throws herself on Phil.|stage direction
599|Doris gives Phil a kiss. She and Fred move on.|stage direction
600|"The band finishes a set. The guests stop dancing and head for
the refreshments. Phil and Rita are left alone for the moment"|stage direction
601|"Rita stares into his eyes for a very long time, but sees only
good, true things."|stage direction
602|"Rita can't even speak. This is clearly the nicest thing
anybody has ever said to anybody.
Mary the piano teacher notices Phil."|stage direction
