|text|type
663|60.|unknown
664|"5
here are they?"|unknown
665|"It's been too long.    We should take
action."|location
666|"hesitates.
(CONT'D)"|unknown
667|"Are you forgetting what he said?
If he doesn't return--continue as
planned."|location
668|"hesitates.   He peers down into the darkened tunnel.
(CONT'D)"|unknown
669|EXACTLY as planned!|location
670|"5
(SHOUTING)"|unknown
671|No--stop!|location
672|"1
(TO 5)"|unknown
673|Fool!|location
674|"CUT TO:
1"|unknown
675|61.|unknown
676|INT. FACTORY - SAME TIME|location
677|he siren alerts the FABRICATION MACHINE to their presence.|unknown
678|and 9 race desperately towards the coal chute escape with|unknown
679|CUT TO:|unknown
680|EXT. FACTORY - SAME TIME|location
681|brandishes the match. We suddenly hear the sound of the|unknown
682|FIERCELY)|unknown
683|"More creatures!      We have to ACT!
NOW!"|stage direction
684|5|unknown
685|No!    Not yet--|stage direction
686|9'S VOICE|unknown
687|"What did I tell you?      Light it!
Now!"|stage direction
688|"5
(CONFIDENT)"|unknown
689|Now!|stage direction
690|1|unknown
691|62.|unknown
692|he dolls run from the blast.    9 and 7 look on in triumph.|unknown
693|he group turns and watches the factory as it burns to the|unknown
694|"311                                                       311
5
(TO 9)
It's done.
The past is dead.
turns to 9, her face full of gratitude.
7
And some of us very much alive."|unknown
695|9|unknown
696|63.|unknown
697|"1
REGRETFULLY)"|unknown
698|"I've been a bitter old pill,
haven't I?"|location
699|1 (CONT'D)|unknown
700|I lost sight... of many things.|location
701|e looks at 9 as though to beg his forgiveness.    9 sits down|unknown
702|We've both made mistakes.|location
703|"e looks over at the smoldering remains of the factory.
9 (CONT'D)"|unknown
704|What's past is past.|location
705|holds out his hand to 1. 1 gives 9 his hand and 9 helps|unknown
706|looks in horror.    But 1 just looks at it, shrugging and|unknown
707|1|unknown
708|It was always so heavy.|location
709|e now runs his hand over his head, which we now see has a|unknown
710|"3
9"|unknown
711|64.|unknown
712|"notices.
6
No... it .... it... it..."|unknown
713|EQ. 200 - EXT. WASTELAND/A RUTTED FIELD - CONTINUOUS|unknown
714|NO!|unknown
715|"5
Run!   Run!"|unknown
716|"30                                                         330
9
No!
G
65."|unknown
717|"1
(TO 9)
There's nothing you can do!"|unknown
718|"333                                                         333
9
No!   No!"|unknown
719|"1
Follow me!"|unknown
720|"335                                                         335
9"|unknown
721|o!   Get across!|location
722|"337                                                         337
6
No!   No!   No!"|unknown
723|"338                                                         338
1
Come on, we can't stay here!
N
3"|unknown
724|"66.
6
(protesting incoherenly to
1)
339                                                      339
No... they mustn't... they
can't.... no..."|unknown
725|he Machine scrambles and claws at the splintering boards but|unknown
726|t hangs on with two of its mechanical legs, one on each side|unknown
727|"339                                                           339
9
efforts prying off the
Fabrication Machine)
Pry it loose!"|unknown
728|"42.5                                                         342.5
6
o, no, you must not destroy it!
6
6"|unknown
729|"Y
67."|unknown
730|"6 (CONT'D)
We need it... they are inside...
343                                                       343
7
Go!   Get away!"|unknown
731|"7 (CONT'D)
(screaming at 9, re 6)
He has to go --"|unknown
732|6|unknown
733|ou must go back... to the First|location
734|Room...|unknown
735|"ehind him, the Machine begins to regain its footing.
(CONT'D)"|unknown
736|He is there... He will show you...|location
737|"(CONT'D)
Come for us...
(his last words, urgent)
The source..."|unknown
738|"346                                                       346
9
No!"|unknown
739|and 7 flee wildly across the disintegrating bridge. They|unknown
740|"9
9"|unknown
741|9|unknown
742|68.|unknown
743|EQ. 202 - EXT. BRIDGE - CONTINUOUS|unknown
744|1|unknown
745|We must destroy it.|location
746|We can't.|location
747|"looks at the Machine.
1"|unknown
748|"Anything can be overcome.    One
just needs the right weapon.
No.  We can't destroy it."|location
749|TO 7)|unknown
750|"You heard him: ""Come for us.""
They're still inside--"|location
751|7|unknown
752|"9, they're gone.
No. I don't think so. We can get
them back. I just have to figure
this out."|location
753|"(trying to parse 6's
WORDS)"|unknown
754|"""The first room...."""|location
755|9|unknown
756|9|unknown
757|"P
I"|location
758|W          9|location
759|"69.
7
e need to get a weapon.     Quickly.
(trying to parse 6's
words, completely focused
in thought)"|unknown
760|"""The source... he will show you..."""|location
761|"turns, abruptly, making a decision.
1"|unknown
762|This raving will get us nowhere.|location
763|'m going to find a real weapon.|unknown
764|"7
lease.   Leave it.   Come with us."|unknown
765|No.   I can't.|location
766|looks sad, but she feels she has no choice. She ushers the|unknown
767|"9 (CONT'D)
(MUTTERING)"|unknown
768|The source... the First Room...|location
769|(CONT'D)|unknown
770|The First Room!|location
771|SMASH CUT TO:|unknown
772|70.|unknown
773|"is staring at it, then looks around the Workshop.
e sees the Scientist on the floor.    He recognizes him."|unknown
774|e sees the machine that he fell out of.      He sees diagrams.|unknown
775|e looks further and sees a strip of film. Curiously, he|unknown
776|e see first, THE FOOTAGE OF THE SCIENTIST MAKING 1 and hear|unknown
777|"SCIENTIST'S VOICE
(MUTTERING)"|unknown
778|"It had such promise... my first
creation..."|location
779|"SCIENTIST'S VOICE (cont'd)
(BROKEN-HEARTED)"|unknown
780|"...but it was taken... and bent to
such evil..."|location
781|"71.
SCIENTIST'S VOICE (cont'd)"|unknown
782|"...so little hope remains... that
is why I create you..."|stage direction
783|"SCIENTIST'S VOICE (cont'd)
(much more weakly)"|unknown
784|"I am unable to reverse the transfer
process... my life force diminishes
with each one of you... it is all
right... you will thrive..."|stage direction
785|SCIENTIST'S VOICE (cont'd)|unknown
786|"...so little hope remains... that
is why I create you..."|stage direction
787|n the footage we now see him putting 9 into the strange|unknown
788|"SCIENTIST
tenderly, to 9 directly)"|unknown
789|... it's up to you now...|stage direction
790|"(with his last breath of
ENERGY)"|unknown
791|"...you...you are all the pieces of
my soul..."|stage direction
792|9|unknown
793|C|unknown
794|9|unknown
795|72.|unknown
796|ACK TO PRESENT TIME:|unknown
797|"walks to the scientist and stares at the dead man.
(finally realizing it;
GENTLY)"|unknown
798|You.    You're the source...|location
799|CUT TO:|unknown
800|EQ. 220 - Reunion|unknown
801|"runs through the Wasteland looking for the others.
UT TO:"|unknown
802|EXT. THE WASTELAND - NIGHT|location
803|sees the others through barbed wire. They're carrying a|unknown
804|He--he's the source.|location
805|9 (CONT'D)|unknown
806|"The Scientist! The one who made
the machine. He gave us life too."|location
807|"hey stare at him.
7
9"|unknown
808|"73.
7"|unknown
809|How?|stage direction
810|9|unknown
811|He... he used his own soul.|stage direction
812|and the twins look at him in awe and surprise.   1 seems|unknown
813|(CONT'D)|unknown
814|"That's why the machine is hunting
us. It was warped, reprogrammed to
hunt humanity. It, and the
machines it made, killed
everything. Except us."|stage direction
815|9 (CONT'D)|unknown
816|We're all that remains.|stage direction
817|9 (CONT'D)|unknown
818|"No!    Don't destroy it!
What? It's hunting us! It'll
never stop! You said it yourself!"|stage direction
819|9|unknown
820|"No. First we have to get them
back."|stage direction
821|7|unknown
822|It's impossible!|stage direction
823|9|unknown
824|It isn't.    I have an idea.|stage direction
825|1|unknown
826|"Enough of your ideas!      We need to
load the weapon!"|stage direction
827|74.|unknown
828|"7
(trying to get back up)"|unknown
829|Stop! You're a fool!|stage direction
830|INSISTENTLY)|unknown
831|"It powers down right after it takes
a soul!   Just for a few seconds."|stage direction
832|"he twins chatter frantically.   7 struggles to get up.
No it doesn't!
9"|unknown
833|"Yes, it does. You'll see.      I'll
let it take my soul. Then
after.... take the device."|stage direction
834|e points to the talisman on the machine.       He stands as the|unknown
835|7|unknown
836|But what if you're wrong?|stage direction
837|(begging him)|unknown
838|Don't do this--|stage direction
839|"9
must."|unknown
840|9 (CONT'D)|unknown
841|No!    What are you doing?   Stop!|stage direction
842|"1
75."|unknown
843|(TO 9)|unknown
844|"They left us nothing. Nothing.
What right did they have to burden
us? Why did we have to right their
wrongs? So I refused. I refused
our path. But now... I see... we
cannot refuse it.   We are all
that's left.   We must complete
our journey."|location
845|he Machine raises its claw again and grabs 1.|unknown
846|1 (CONT'D)|unknown
847|"Sometimes one must be sacrificed
for the good of many."|location
848|ith a horrible green glow the machine TAKES HIS SOUL.     The|unknown
849|"7
(TO 9)"|unknown
850|Go! Get away!   Hurry!|location
851|9|unknown
852|NO--NO--|location
853|"darts in and GRABS the TALISMAN.
he machine, with a terrible shrieking sound, falters, then"|unknown
854|DISSOLVE TO:|unknown
855|76.|unknown
856|t is a circular pyre, with spokes reaching out from the|unknown
857|he twins come in with artifacts from the Scientist's studio.|unknown
858|and 7 take the Talisman and place it IN THE CENTER, in|unknown
859|he Talisman pulsates, vibrates, and shakes, and, finally|unknown
860|emerges from the Talisman energy.   He sees his key and|unknown
861|77.|unknown
